sector,planned_duration_months,physical_progress,planned_progress,financial_progress,expenditure_ratio,milestones_completed,milestones_total,milestones_overdue
0,24.0,94.9,0,59.31,0.6299168561947728,0,0,0
0,30.0,97.76,0,93.37,0.9337336001778964,0,0,0
0,24.0,0.0,0,15.58,0.1558234687822094,0,0,0
0,24.0,87.65,0,44.83,0.3920191907463798,0,0,0
0,24.0,100.0,0,131.85,0.0,0,0,0
0,30.0,90.73,0,37.81,0.4216273973595089,0,0,0
0,47.0,100.0,0,0.0,0.0,0,0,0
0,24.0,36.0,0,0.0,0.0,0,0,0
0,24.0,57.62,0,23.01,0.2355790625569943,0,0,0
0,60.0,1.0,0,0.02,0.0001574781892707,0,0,0
0,47.0,19.0,0,19.96,0.1996278729784282,0,0,0
0,24.0,52.28,0,60.48,0.6047681695349169,0,0,0
0,138.0,2.0,0,5.97,0.0597350993377483,0,0,0
0,30.0,74.3,0,56.4,0.5639955068562831,0,0,0
0,32.0,5.0,0,1.25,0.0125,0,0,0
0,24.0,95.95,0,92.0,0.92,0,0,0
0,24.0,95.0,0,75.39,0.6585844062479577,0,0,0
0,47.0,100.0,0,100.0,0.0,0,0,0
0,42.0,3.93,0,12.62,0.1262140808212973,0,0,0
0,24.0,24.8,0,22.45,0.2249698589241071,0,0,0
0,58.0,33.5,0,33.98,0.3523586606567933,0,0,0
0,118.0,5.8,0,5.0,0.050047581130683,0,0,0
0,41.0,0.0,0,0.13,0.0013230065323447,0,0,0
0,24.0,0.0,0,0.02,0.0002234699293276,0,0,0
0,63.0,34.66,0,25.29,0.4406982570347789,0,0,0
0,22.0,98.0,0,95.66,0.956607574536664,0,0,0
0,35.0,23.24,0,15.46,0.1361960529169377,0,0,0
0,30.0,88.0,0,0.0,0.0,0,0,0
0,30.0,97.35,0,99.41,1.1646716981895282,0,0,0
0,105.0,55.73,0,54.86,0.5486196755526042,0,0,0
0,30.0,100.0,0,85.49,0.217974363698576,0,0,0
0,139.0,45.78,0,72.99,0.7299008634473937,0,0,0
0,18.0,22.0,0,4.77,0.0477448390568437,0,0,0
0,53.0,85.0,0,60.4,1.4049328253458992,0,0,0
0,24.0,53.8,0,39.43,0.3204349396140111,0,0,0
0,24.0,50.0,0,0.0,0.0,0,0,0
0,292.0,86.0,0,88.64,1.4836774406332454,0,0,0
0,77.0,2.19,0,19.24,0.1923765103234755,0,0,0
0,40.0,98.56,0,46.78,0.3219644488161315,0,0,0
0,64.0,23.75,0,18.76,0.187560882733214,0,0,0
0,12.0,9.17,0,55.09,0.5509113411341134,0,0,0
0,29.0,100.0,0,97.56,1.2993853291790844,0,0,0
0,24.0,39.54,0,37.49,0.8027525805442602,0,0,0
0,48.0,22.05,0,21.91,0.1166920175660275,0,0,0
0,111.0,45.0,0,43.89,1.0084841662914603,0,0,0
0,24.0,98.6,0,111.63,1.1517676654238354,0,0,0
0,18.0,54.0,0,16.6,0.1659711584174106,0,0,0
0,24.0,68.8,0,42.87,0.4716779059530401,0,0,0
0,24.0,10.97,0,26.16,0.3521336351441985,0,0,0
0,20.0,76.9,0,57.5,0.5750243902439024,0,0,0
0,30.0,26.84,0,15.05,0.1146962743251097,0,0,0
0,24.0,99.75,0,77.91,0.7663829228399851,0,0,0
0,33.0,95.8,0,67.24,1.2552734778121777,0,0,0
0,141.0,2.0,0,42.93,1.096747404844291,0,0,0
0,79.0,0.0,0,0.0,0.0,0,0,0
0,24.0,36.0,0,19.05,0.1905018565097616,0,0,0
0,6.0,100.0,0,42.52,0.4252387548297733,0,0,0
0,24.0,92.0,0,59.31,0.5280020771128132,0,0,0
0,21.0,22.0,0,33.06,0.4343518211004096,0,0,0
0,30.0,58.0,0,0.09,0.0012317925661318,0,0,0
0,18.0,43.52,0,28.26,0.2780602823783415,0,0,0
0,24.0,62.5,0,56.04,0.5604301075268817,0,0,0
0,18.0,0.0,0,0.0,0.0,0,0,0
0,120.0,11.0,0,1.29,0.0129333333333333,0,0,0
0,47.0,93.7,0,73.6,0.9860703928497854,0,0,0
0,100.0,100.0,0,0.0,0.0,0,0,0
0,36.0,1.7,0,6.57,0.0656882855068479,0,0,0
0,24.0,81.85,0,77.58,0.6265958330935988,0,0,0
0,30.0,9.07,0,0.05,0.0004996237772761,0,0,0
0,39.0,20.0,0,16.92,0.1691620786894051,0,0,0
0,24.0,0.0,0,0.6,0.0060056804631095,0,0,0
0,50.0,60.0,0,64.44,1.165979797979798,0,0,0
0,64.0,31.52,0,17.32,0.1731853001721054,0,0,0
0,200.0,51.0,0,49.21,1.0545460186142708,0,0,0
0,17.0,88.22,0,96.75,0.8473464114507191,0,0,0
0,18.0,90.33,0,60.4,0.6040316516882093,0,0,0
0,44.0,25.0,0,48.21,0.4820683949255377,0,0,0
0,36.0,7.65,0,10.02,0.1002396166134185,0,0,0
0,48.0,62.7,0,64.81,0.6481055694816609,0,0,0
0,24.0,46.38,0,0.0,0.0,0,0,0
0,24.0,35.47,0,33.36,0.2429585344800025,0,0,0
0,24.0,94.89,0,88.86,0.9758479452982196,0,0,0
0,48.0,52.6,0,47.07,0.4706952613422444,0,0,0
0,67.0,2.6,0,12.54,0.1253807088808122,0,0,0
0,23.0,98.6,0,90.13,0.9013441237154703,0,0,0
0,45.0,100.0,0,38.32,0.3832365499573014,0,0,0
0,24.0,99.24,0,96.89,0.9765017259608316,0,0,0
0,17.0,60.2,0,42.35,0.3960362400906002,0,0,0
0,33.0,94.0,0,72.25,0.993375,0,0,0
0,26.0,12.0,0,59.19,0.9271917100608388,0,0,0
0,118.0,71.0,0,79.48,0.940393762183236,0,0,0
0,45.0,70.9,0,41.97,0.5612893209448969,0,0,0
0,55.0,100.0,0,108.04,0.0,0,0,0
0,45.0,60.1,0,33.9,0.3266145833333333,0,0,0
0,85.0,40.63,0,96.25,0.962473264631538,0,0,0
0,24.0,25.55,0,45.47,0.4574472873650434,0,0,0
0,24.0,81.42,0,28.79,0.2879470602320468,0,0,0
0,47.0,88.2,0,75.64,0.7563950350782515,0,0,0
0,66.0,93.2,0,90.02,1.0919524833789598,0,0,0
0,18.0,95.73,0,96.75,0.9674874923000646,0,0,0
0,150.0,0.6,0,0.83,0.008271375464684,0,0,0
0,52.0,94.0,0,90.74,0.9075919335705812,0,0,0
0,98.0,100.0,0,0.0,0.0,0,0,0
0,24.0,99.2,0,72.48,0.8999819286319973,0,0,0
0,23.0,59.18,0,53.18,0.3632417724799171,0,0,0
0,23.0,38.97,0,39.87,0.1809236274180923,0,0,0
0,36.0,50.0,0,20.64,0.41284,0,0,0
0,0.0,495.0,0,0.0,0.0,0,0,0
0,42.0,44.5,0,22.21,0.2220655737704918,0,0,0
0,24.0,70.2,0,40.03,0.3357866424012097,0,0,0
0,28.0,7.0,0,30.27,0.3027362313040868,0,0,0
0,19.0,100.0,0,44.5,0.4450480568324279,0,0,0
0,24.0,36.25,0,48.61,0.5153371590994735,0,0,0
0,24.0,56.0,0,13.92,0.1464304779335664,0,0,0
0,24.0,100.0,0,78.61,0.7996809783331119,0,0,0
0,6.0,94.73,0,142.84,1.4284075839575645,0,0,0
0,24.0,100.0,0,0.01,5.7334518246710435e-05,0,0,0
0,24.0,100.0,0,84.08,0.7021927716937707,0,0,0
0,115.0,80.77,0,77.58,0.7758359916400837,0,0,0
0,46.0,45.2,0,21.15,0.2300448430493273,0,0,0
0,18.0,90.69,0,43.29,0.4329382673942701,0,0,0
0,30.0,19.91,0,15.33,0.0986376259505358,0,0,0
0,51.0,96.9,0,97.59,0.9758908620486888,0,0,0
0,24.0,90.53,0,50.3,0.5408598280897476,0,0,0
0,30.0,97.69,0,64.8,0.6229048617617752,0,0,0
0,18.0,100.0,0,87.79,0.906952380952381,0,0,0
0,168.0,75.0,0,85.57,1.3520941968040372,0,0,0
0,17.0,100.0,0,81.46,0.8146359158425294,0,0,0
0,41.0,54.16,0,45.77,0.4577137528488127,0,0,0
0,30.0,83.7,0,56.79,0.7442532969866646,0,0,0
0,30.0,85.67,0,0.0,0.0,0,0,0
0,24.0,35.0,0,0.0,0.0,0,0,0
0,24.0,99.2,0,52.8,0.5279537024560109,0,0,0
0,89.0,67.5,0,73.56,0.7356239138226005,0,0,0
0,30.0,100.0,0,0.0,0.0,0,0,0
0,87.0,95.0,0,113.52,1.1352272354926438,0,0,0
0,23.0,49.85,0,25.8,0.2314830963549076,0,0,0
0,24.0,91.9,0,48.88,0.4888161295881441,0,0,0
0,50.0,100.0,0,107.34,0.0,0,0,0
0,18.0,100.0,0,41.8,0.4179595937046545,0,0,0
0,23.0,88.96,0,63.25,0.632490909907079,0,0,0
0,24.0,76.0,0,63.26,0.774528128298744,0,0,0
0,34.0,100.0,0,99.98,0.0,0,0,0
0,24.0,100.0,0,126.96,0.0,0,0,0
0,49.0,18.5,0,17.13,0.1712843808190907,0,0,0
0,36.0,72.0,0,73.11,0.7311106913486967,0,0,0
0,18.0,54.79,0,32.68,0.3213823968175037,0,0,0
0,135.0,58.2,0,42.56,0.4255605864596808,0,0,0
0,38.0,98.6,0,74.68,0.865328271891162,0,0,0
0,58.0,11.5,0,11.39,0.1139469822948254,0,0,0
0,24.0,44.94,0,38.79,0.3878756476683938,0,0,0
0,24.0,11.86,0,36.07,0.3607023875624653,0,0,0
0,50.0,83.9,0,89.18,1.712410767243954,0,0,0
0,18.0,96.73,0,89.14,0.7701302979284093,0,0,0
0,24.0,92.5,0,93.96,0.8337409777476065,0,0,0
0,341.0,100.0,0,140.63,0.0,0,0,0
0,24.0,81.57,0,68.94,0.6243288438485327,0,0,0
0,24.0,86.11,0,69.95,0.6995714763977234,0,0,0
0,42.0,100.0,0,57.38,0.9236255889787472,0,0,0
0,28.0,0.0,0,0.0,0.0,0,0,0
0,24.0,94.81,0,58.28,0.7926212148157729,0,0,0
0,75.0,38.0,0,31.67,0.3629142441860465,0,0,0
0,23.0,87.05,0,46.92,0.5938720044865295,0,0,0
0,24.0,98.75,0,72.42,0.942484012251454,0,0,0
0,95.0,83.36,0,71.52,1.0719416498993963,0,0,0
0,18.0,46.77,0,50.56,0.5056335244119391,0,0,0
0,186.0,75.0,0,37.9,3.046363773584906,0,0,0
0,74.0,69.33,0,68.67,0.6867127361791463,0,0,0
0,60.0,50.05,0,38.89,0.3889106276705345,0,0,0
0,39.0,55.4,0,49.65,0.4964970999729747,0,0,0
0,72.0,80.0,0,99.4,0.9939915031357476,0,0,0
0,35.0,91.63,0,75.65,0.74194902696829,0,0,0
0,30.0,44.64,0,44.56,0.3259431873452824,0,0,0
0,30.0,100.0,0,0.0,0.0,0,0,0
0,24.0,10.11,0,15.33,0.152255145894594,0,0,0
0,30.0,35.0,0,15.09,0.150876381630671,0,0,0
0,24.0,0.0,0,0.0,0.0,0,0,0
0,34.0,100.0,0,100.0,1.0087858706407988,0,0,0
0,60.0,33.5,0,14.08,0.1407521848410081,0,0,0
0,36.0,18.9,0,21.93,0.2193300397081909,0,0,0
0,77.0,100.0,0,0.0,0.0,0,0,0
0,86.0,94.0,0,67.4,0.6740418410041841,0,0,0
0,24.0,47.28,0,41.0,0.41,0,0,0
0,36.0,0.0,0,0.0,0.0,0,0,0
0,24.0,81.54,0,82.45,1.012391170220059,0,0,0
0,24.0,16.52,0,0.0,0.0,0,0,0
0,18.0,86.05,0,70.43,0.7042596138916205,0,0,0
0,24.0,90.12,0,65.12,0.0886768409626251,0,0,0
0,18.0,39.0,0,0.08,0.0007674287099119,0,0,0
0,30.0,23.0,0,36.49,0.364937976644939,0,0,0
0,18.0,91.01,0,82.24,0.8223931130416524,0,0,0
0,24.0,5.63,0,17.91,0.1771717734918181,0,0,0
0,24.0,60.7,0,45.93,0.4593052448988907,0,0,0
0,24.0,76.97,0,42.61,0.3807441684767211,0,0,0
0,78.0,0.0,0,1.34,0.0134469223009209,0,0,0
0,77.0,19.02,0,24.57,0.2456505534380669,0,0,0
0,24.0,71.27,0,28.21,0.2821228553649213,0,0,0
0,18.0,61.34,0,66.77,0.6677063922871262,0,0,0
0,58.0,67.58,0,58.76,0.5876447876447877,0,0,0
0,82.0,100.0,0,105.71,0.0,0,0,0
0,18.0,2.0,0,1.32,0.0131769153786278,0,0,0
0,18.0,89.98,0,81.41,0.31199883364922,0,0,0
0,30.0,89.81,0,24.22,0.2472155122987414,0,0,0
0,12.0,93.1,0,83.38,0.8338116224249258,0,0,0
0,52.0,7.2,0,0.69,0.0068692206076618,0,0,0
0,30.0,0.0,0,6.94,0.0694283969752477,0,0,0
0,24.0,100.0,0,78.99,0.9797748031726948,0,0,0
0,24.0,7.0,0,0.0,0.0,0,0,0
0,24.0,20.23,0,17.33,0.1742419839194033,0,0,0
0,64.0,90.0,0,84.72,0.9232854904106864,0,0,0
0,24.0,81.98,0,61.84,0.6589977009945513,0,0,0
0,24.0,78.0,0,40.76,0.4207547693246654,0,0,0
0,24.0,100.0,0,63.19,0.757528252883783,0,0,0
0,18.0,20.0,0,6.55,0.06553412035704,0,0,0
0,24.0,12.0,0,6.77,0.0677368458034967,0,0,0
0,30.0,41.7,0,11.43,0.1143038136859937,0,0,0
0,36.0,0.0,0,0.0,0.0,0,0,0
0,24.0,50.8,0,45.43,0.4700430298933956,0,0,0
0,24.0,97.4,0,68.52,0.8143830713122101,0,0,0
0,24.0,55.0,0,22.48,0.1858570646221248,0,0,0
0,18.0,67.16,0,0.0,0.0,0,0,0
0,24.0,0.0,0,14.1,0.1410361399047475,0,0,0
0,38.0,88.0,0,100.0,0.9999816666666668,0,0,0
0,18.0,95.29,0,2.54,0.0254412606188652,0,0,0
0,49.0,86.0,0,69.76,0.6975928907730876,0,0,0
0,24.0,98.6,0,66.82,0.9002195277737522,0,0,0
0,36.0,88.0,0,80.09,1.0678124999999998,0,0,0
0,24.0,79.03,0,45.49,0.4548737576393604,0,0,0
0,33.0,100.0,0,0.0,0.0,0,0,0
0,24.0,5.01,0,6.14,0.0614026987406646,0,0,0
0,24.0,100.0,0,60.28,0.6203453250383193,0,0,0
0,24.0,98.85,0,104.94,0.6304791283148415,0,0,0
0,24.0,53.5,0,23.24,0.2324063446406593,0,0,0
0,60.0,10.04,0,0.83,0.0082925549790575,0,0,0
0,30.0,100.0,0,96.95,0.0,0,0,0
0,18.0,98.5,0,103.68,0.7110353691471708,0,0,0
0,38.0,20.0,0,10.38,0.4029411764705882,0,0,0
0,23.0,98.12,0,76.16,0.7615997500390563,0,0,0
0,24.0,92.02,0,42.19,0.4594356261022927,0,0,0
0,30.0,99.19,0,90.32,1.272635111993972,0,0,0
0,24.0,99.91,0,66.25,0.8624316229928904,0,0,0
0,24.0,6.38,0,6.67,0.0666976351351351,0,0,0
0,26.0,82.05,0,73.17,1.1481018525366984,0,0,0
0,51.0,0.0,0,0.13,0.0012528522380739,0,0,0
0,24.0,100.0,0,81.33,0.8132608597996496,0,0,0
0,54.0,9.04,0,6.43,0.064331721119772,0,0,0
0,24.0,96.22,0,43.37,1.2164180311953918,0,0,0
0,30.0,29.1,0,21.8,0.218,0,0,0
0,55.0,33.0,0,32.39,0.3239004629629629,0,0,0
0,24.0,67.28,0,44.94,0.4494316383905751,0,0,0
0,27.0,70.0,0,41.67,0.4565308870560511,0,0,0
0,41.0,73.0,0,76.0,0.7599724092500614,0,0,0
0,63.0,99.0,0,89.11,0.9803783102143758,0,0,0
0,18.0,68.93,0,0.0,0.0,0,0,0
0,54.0,100.0,0,102.74,1.0274263904034897,0,0,0
0,18.0,64.78,0,79.3,0.7930274178538191,0,0,0
0,18.0,100.0,0,95.6,0.8886112424303821,0,0,0
0,24.0,95.77,0,0.0,0.0,0,0,0
0,57.0,100.0,0,87.21,0.0,0,0,0
0,66.0,93.33,0,93.31,0.9331287745957528,0,0,0
0,128.0,75.0,0,112.53,4.160597748983259,0,0,0
0,18.0,0.0,0,0.0,0.0,0,0,0
0,24.0,84.0,0,24.77,0.2477174235678242,0,0,0
0,24.0,79.07,0,30.51,0.3051209973111708,0,0,0
0,29.0,100.0,0,0.0,0.0,0,0,0
0,27.0,35.0,0,28.96,0.2896402877697842,0,0,0
0,26.0,94.57,0,71.25,0.7125200371214039,0,0,0
0,0.0,21.0,0,19.78,0.3976092451000652,0,0,0
0,6.0,5.1,0,3.19,0.0319058630682317,0,0,0
0,41.0,100.0,0,0.0,0.0,0,0,0
0,37.0,72.0,0,69.6,0.991737236336156,0,0,0
0,24.0,90.07,0,85.89,1.700108689088823,0,0,0
0,24.0,99.35,0,63.35,0.5228221226584028,0,0,0
0,24.0,99.7,0,78.42,1.0768333261311094,0,0,0
0,305.0,47.0,0,80.97,0.809743450767841,0,0,0
0,24.0,88.56,0,0.0,0.0,0,0,0
0,24.0,100.0,0,54.87,0.6901305596399988,0,0,0
0,195.0,18.0,0,43.85,0.4285773366418527,0,0,0
0,29.0,97.94,0,92.89,1.1243768693918246,0,0,0
0,18.0,13.0,0,8.98,0.0898416724624636,0,0,0
0,50.0,90.0,0,88.64,0.8864318181818182,0,0,0
0,25.0,30.0,0,17.37,0.1736750156783945,0,0,0
0,24.0,99.7,0,91.9,0.9867377754931568,0,0,0
0,24.0,47.9,0,45.54,0.4554001088731628,0,0,0
0,0.0,0.0,0,0.0,0.0,0,0,0
0,23.0,27.5,0,38.73,0.3872923652811355,0,0,0
0,110.0,0.0,0,0.0,0.0,0,0,0
0,18.0,38.52,0,33.82,0.3382343894186403,0,0,0
0,36.0,7.0,0,0.0,0.0,0,0,0
0,24.0,46.63,0,19.85,0.198482953015883,0,0,0
0,30.0,57.0,0,14.31,0.26,0,0,0
0,132.0,98.0,0,95.51,0.9550847150165076,0,0,0
0,59.0,76.0,0,75.25,0.7525452385152248,0,0,0
0,18.0,46.69,0,29.92,0.299201321949876,0,0,0
0,46.0,100.0,0,0.0,0.0,0,0,0
0,30.0,58.0,0,40.96,0.3093553771560289,0,0,0
0,91.0,100.0,0,281.71,0.0,0,0,0
0,28.0,0.0,0,0.0,0.0,0,0,0
0,24.0,89.37,0,79.92,0.5459382960656666,0,0,0
0,78.0,0.01,0,0.12,0.0012376288851819,0,0,0
0,24.0,100.0,0,77.03,0.7037587799784851,0,0,0
0,32.0,50.0,0,52.34,0.5233986013986014,0,0,0
0,18.0,72.0,0,0.0,0.0,0,0,0
0,48.0,0.0,0,0.0,0.0,0,0,0
0,47.0,38.0,0,46.43,0.413497433504433,0,0,0
0,82.0,100.0,0,0.0,0.0,0,0,0
0,30.0,35.3,0,49.18,0.4915275556593772,0,0,0
0,29.0,0.0,0,0.0,0.0,0,0,0
0,32.0,73.0,0,30.2,0.3020089285714286,0,0,0
0,36.0,23.18,0,11.53,0.1152708978328173,0,0,0
0,203.0,50.0,0,87.17,0.871677793904209,0,0,0
0,22.0,3.0,0,30.29,0.3028909677078378,0,0,0
0,18.0,0.0,0,31.17,0.3116945107398568,0,0,0
0,17.0,95.88,0,0.0,0.0,0,0,0
0,68.0,80.0,0,105.14,1.0514285714285714,0,0,0
0,24.0,98.92,0,97.14,0.9708456902324692,0,0,0
0,41.0,0.0,0,40.38,0.4038004750593824,0,0,0
0,-14.0,49.7,0,68.25,0.6824631860776439,0,0,0
0,24.0,21.25,0,35.03,0.3550180956846901,0,0,0
0,24.0,90.2,0,59.28,0.4845618662179983,0,0,0
0,18.0,89.08,0,0.0,0.0,0,0,0
0,36.0,96.5,0,85.74,0.929758644844934,0,0,0
0,12.0,98.5,0,0.0,0.0,0,0,0
0,18.0,94.71,0,128.63,1.2862541332073691,0,0,0
0,40.0,100.0,0,100.0,0.0,0,0,0
0,24.0,84.03,0,103.44,0.9504290894770524,0,0,0
0,24.0,100.0,0,91.03,0.9122595283497068,0,0,0
0,30.0,99.0,0,43.25,0.4325075432745752,0,0,0
0,36.0,8.4,0,11.37,0.1137224357677523,0,0,0
0,24.0,25.82,0,19.99,0.1510105514699695,0,0,0
0,48.0,0.0,0,0.0,0.0,0,0,0
0,36.0,15.13,0,13.35,0.1334587813620071,0,0,0
0,24.0,40.25,0,32.22,0.3416149642629286,0,0,0
0,33.0,95.0,0,63.6,0.6359720681328722,0,0,0
0,58.0,75.0,0,74.2,0.8423399248647979,0,0,0
0,24.0,74.85,0,53.68,0.5367564081895857,0,0,0
0,24.0,62.0,0,63.64,0.6364045145914834,0,0,0
0,72.0,32.0,0,37.36,0.3735794992022402,0,0,0
0,36.0,91.0,0,0.03,0.0002207108943924,0,0,0
0,94.0,100.0,0,0.0,0.0,0,0,0
0,30.0,91.32,0,56.21,0.928149454816674,0,0,0
0,53.0,100.0,0,57.89,0.0,0,0,0
0,24.0,100.0,0,61.12,0.6615047722077786,0,0,0
0,24.0,35.45,0,11.44,0.1144436805316833,0,0,0
0,23.0,43.3,0,14.64,0.1463788300835654,0,0,0
0,0.0,40.14,0,60.0,0.6,0,0,0
0,24.0,72.12,0,75.06,0.7506003308910423,0,0,0
0,24.0,91.0,0,63.5,0.6017213657429301,0,0,0
0,24.0,22.0,0,0.01,0.0001385809312638,0,0,0
0,24.0,82.0,0,85.0,0.8500000000000001,0,0,0
0,24.0,90.19,0,51.04,0.351936538271942,0,0,0
0,71.0,100.0,0,105.24,0.0,0,0,0
0,1.0,57.0,0,5.04,0.0503684614382302,0,0,0
0,24.0,8.24,0,2.96,0.0296182713259623,0,0,0
0,47.0,95.6,0,81.99,0.8286290755328511,0,0,0
0,24.0,1.0,0,0.07,0.0007030759573132,0,0,0
0,24.0,7.2,0,15.91,0.159117186620691,0,0,0
0,26.0,71.3,0,61.83,0.3884297520661157,0,0,0
0,65.0,56.0,0,28.46,0.2845848986500434,0,0,0
0,24.0,24.76,0,25.04,0.2860743705012603,0,0,0
0,29.0,100.0,0,108.08,1.0862284428892777,0,0,0
0,30.0,8.58,0,7.28,0.0731375477020076,0,0,0
0,30.0,100.0,0,92.06,0.8686482357111829,0,0,0
0,91.0,39.42,0,33.02,0.3302212847467021,0,0,0
0,32.0,82.0,0,41.5,0.4149833650190114,0,0,0
0,29.0,95.05,0,77.0,0.7700218035080867,0,0,0
0,36.0,4.87,0,1.82,0.0181737288135593,0,0,0
0,34.0,26.0,0,29.3,0.2929968944099378,0,0,0
0,36.0,0.0,0,0.0,0.0,0,0,0
0,30.0,49.5,0,39.5,0.351141776856856,0,0,0
0,144.0,64.26,0,58.67,0.9942940590516532,0,0,0
0,24.0,87.3,0,53.86,0.7090643274853802,0,0,0
0,24.0,70.0,0,61.62,0.6161555555555556,0,0,0
0,28.0,80.0,0,32.45,0.3925073210138342,0,0,0
0,36.0,100.0,0,97.33,1.3913364586747974,0,0,0
0,46.0,65.0,0,48.6,1.0109373673937028,0,0,0
0,11.0,48.0,0,0.0,0.0,0,0,0
0,60.0,100.0,0,0.0,0.0,0,0,0
0,24.0,84.6,0,69.37,0.6936804369080656,0,0,0
0,24.0,100.0,0,59.35,0.5819976620340305,0,0,0
0,75.0,5.35,0,7.47,0.0747484825808597,0,0,0
0,120.0,0.0,0,10.81,0.2946058091286307,0,0,0
0,24.0,44.41,0,31.95,0.3195440425777772,0,0,0
0,42.0,99.82,0,85.86,0.8586475371236619,0,0,0
0,24.0,80.04,0,48.12,0.4811910601402466,0,0,0
0,23.0,0.0,0,2.01,0.0179814932047465,0,0,0
0,24.0,76.83,0,80.34,0.5395036803771179,0,0,0
0,24.0,100.0,0,56.29,0.7520093770931011,0,0,0
0,24.0,49.71,0,0.0,0.0,0,0,0
0,24.0,56.15,0,58.0,0.58,0,0,0
0,30.0,71.2,0,89.32,0.8732103091082933,0,0,0
0,131.0,46.57,0,78.69,0.7869064416906264,0,0,0
0,54.0,13.0,0,12.84,0.128366434674362,0,0,0
0,30.0,99.85,0,95.34,0.9323557066396644,0,0,0
0,184.0,98.0,0,114.54,1.4209040851989845,0,0,0
0,18.0,98.0,0,35.41,0.3541246387874162,0,0,0
0,26.0,70.33,0,62.24,0.6223661642536147,0,0,0
0,24.0,85.56,0,74.39,0.7987978021167533,0,0,0
0,25.0,90.4,0,70.48,0.7048311688311689,0,0,0
0,24.0,2.0,0,0.0,0.0,0,0,0
0,27.0,97.85,0,65.42,1.018719705833194,0,0,0
0,30.0,0.0,0,0.0,0.0,0,0,0
0,36.0,0.0,0,10.0,0.099951923076923,0,0,0
0,24.0,5.79,0,11.4,0.1139938928082552,0,0,0
0,42.0,100.0,0,0.0,0.0,0,0,0
0,24.0,92.5,0,123.47,1.2347359608049862,0,0,0
0,51.0,100.0,0,0.0,0.0,0,0,0
0,26.0,69.63,0,77.72,0.8141898664025375,0,0,0
0,24.0,100.0,0,62.99,0.6299033986467989,0,0,0
0,33.0,100.0,0,105.76,0.0,0,0,0
0,76.0,11.2,0,0.0,0.0,0,0,0
0,18.0,100.0,0,176.48,1.7647638561091372,0,0,0
0,41.0,100.0,0,100.0,0.0,0,0,0
0,34.0,100.0,0,0.0,0.0,0,0,0
0,24.0,61.38,0,54.91,0.3280479912381142,0,0,0
0,24.0,98.56,0,37.34,0.3734389100635375,0,0,0
0,19.0,100.0,0,102.7,0.8834967977475945,0,0,0
0,24.0,0.01,0,1.29,0.0129023110733021,0,0,0
0,24.0,95.25,0,90.91,0.9035012608309702,0,0,0
0,24.0,0.5,0,14.04,0.1401977945037633,0,0,0
0,24.0,54.8,0,45.01,0.4618741552353837,0,0,0
0,38.0,99.0,0,74.44,0.744390243902439,0,0,0
0,60.0,85.0,0,22.12,0.2211904761904761,0,0,0
0,26.0,60.0,0,46.65,0.4665253994616573,0,0,0
0,36.0,90.1,0,61.63,1.0693899931459905,0,0,0
0,36.0,99.74,0,0.0,5.123147661923486e-05,0,0,0
0,27.0,20.0,0,0.0,0.0,0,0,0
0,58.0,8.0,0,0.32,0.003185451175721,0,0,0
0,284.0,89.57,0,93.4,1.5510061473668306,0,0,0
0,24.0,66.0,0,26.28,0.2628303887632806,0,0,0
0,24.0,85.6,0,55.02,0.5501712204761067,0,0,0
0,18.0,99.69,0,84.6,0.8460165503813079,0,0,0
0,60.0,1.51,0,0.09,0.0008744300227737,0,0,0
0,106.0,87.0,0,63.87,0.6386597708324044,0,0,0
0,87.0,70.0,0,81.33,0.8132530120481928,0,0,0
0,103.0,62.06,0,27.5,0.2750434477385773,0,0,0
0,24.0,41.98,0,0.0,0.0,0,0,0
0,61.0,95.8,0,97.2,1.1298925133515672,0,0,0
0,65.0,0.0,0,0.0,0.0,0,0,0
0,30.0,95.0,0,74.53,0.7452572410024202,0,0,0
0,135.0,1.0,0,11.14,0.1114206128133704,0,0,0
0,77.0,23.09,0,16.63,0.1717705882352941,0,0,0
0,53.0,84.3,0,73.09,0.8525631768953068,0,0,0
0,32.0,1.2,0,0.57,0.0057210618290754,0,0,0
0,18.0,98.0,0,0.0,0.0,0,0,0
0,29.0,100.0,0,97.18,0.7429738612280001,0,0,0
0,30.0,99.0,0,95.77,1.1292879157827322,0,0,0
0,118.0,100.0,0,126.36,0.0,0,0,0
0,176.0,97.0,0,102.27,1.3196989662152063,0,0,0
0,127.0,32.45,0,0.3,0.0030082306411959,0,0,0
0,33.0,93.0,0,84.7,0.8470096463022508,0,0,0
0,198.0,100.0,0,332.58,0.0,0,0,0
0,29.0,4.8,0,5.4,0.0540125391849529,0,0,0
0,80.0,44.0,0,39.92,0.3992217338041363,0,0,0
0,24.0,42.75,0,46.11,0.3237707240234352,0,0,0
0,0.0,0.0,0,55.42,0.5542428889619163,0,0,0
0,312.0,55.7,0,35.51,0.8005863192182411,0,0,0
0,27.0,99.1,0,86.32,0.8632113821138211,0,0,0
0,36.0,8.28,0,10.49,0.104904380012338,0,0,0
0,36.0,98.6,0,60.98,0.6097943722943723,0,0,0
0,24.0,58.75,0,14.05,0.140538623610155,0,0,0
0,84.0,78.48,0,66.23,0.6622541552418673,0,0,0
0,48.0,91.9,0,78.73,1.0073752415596224,0,0,0
0,95.0,70.0,0,63.05,1.5863011684004025,0,0,0
