page,sl_no,ministry,sector,project_name,agency,project_code,legacy_ocms_code,pmgid,state,date_of_approval,start_date,original_target_doc,revised_doc,original_cost_crore,revised_cost_crore,cumulative_expenditure_crore,physical_progress_pct
69,288,Ministry of Housing & Urban Affairs,Waste & Water,Satna Sewerage Management and Treatment Infrastructure Project,Ministry of Housing & Urban Affairs,702808,-,-,Madhya Pradesh,11/2015,12/2016,03/2024,08/2026,191.56,215.89,200.32,96.0
69,289,Ministry of Housing & Urban Affairs,Waste & Water,Singrauli Sewerage Management and Treatment Infrastructure Project,Ministry of Housing & Urban Affairs,702810,-,-,Madhya Pradesh,05/2016,11/2017,03/2023,06/2026,402.01,438.1,371.17,90.0
69,290,Ministry of Housing & Urban Affairs,Waste & Water,Kalyan-Dombivali Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,702833,-,-,Maharashtra,07/2016,09/2019,10/2023,08/2026,194.2,194.2,136.56,75.0
69,291,Ministry of Housing & Urban Affairs,Waste & Water,Jalandhar Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,703021,-,-,Punjab,11/2016,08/2020,08/2023,08/2026,258.53,266.64,161.02,90.0
69,292,Ministry of Housing & Urban Affairs,Waste & Water,Patiala Water Supply Infrastructure Part-2 Project,Ministry of Housing & Urban Affairs,703057,-,-,Punjab,11/2016,08/2020,10/2023,08/2026,287.0,287.0,213.64,99.0
69,293,Ministry of Housing & Urban Affairs,Waste & Water,Jhansi Water Supply Infrastructure Phase-II Project,Ministry of Housing & Urban Affairs,702949,-,-,Uttar Pradesh,03/2017,06/2019,07/2023,08/2026,561.74,561.74,506.52,95.0
69,294,Ministry of Housing & Urban Affairs,Waste & Water,Lucknow Sewerage Management Infrastructure Project,Ministry of Housing & Urban Affairs,702958,-,-,Uttar Pradesh,09/2016,05/2019,03/2023,08/2026,142.46,173.21,152.65,95.0
69,295,Ministry of Mines,Construction,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",Central Public Works Department [CPWD],617280,-,-,West Bengal,04/2019,02/2020,08/2026,-,255.37,255.37,98.94,64.0
69,296,Ministry of Mines,Metals & Mining,Expansion of Malanjkhand Copper Project,Hindustan Copper Limited [HCL],400426,-,-,Madhya Pradesh,09/2011,04/2015,04/2020,03/2029,1856.36,3800.0,1018.09,28.0
69,297,Ministry of Mines,Metals & Mining,Expansion of Alumina Refinery Plant with addition of 5th Stream having capacity enhancement of 1.0 Million Tonee Per Annum,National Aluminium Company Limited [NALCO],400141,-,-,Odisha,04/2017,04/2017,12/2022,06/2026,4103.0,5677.4,5023.49,95.64
69,298,Ministry of Mines,Metals & Mining,Pottangi Bauxite Mines Project,National Aluminium Company Limited [NALCO],400299,-,-,Odisha,05/2018,05/2018,03/2025,11/2026,1381.0,1960.77,770.37,52.4
69,299,Ministry of Mines,Metals & Mining,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PANCHPATMAILI MINES,National Aluminium Company Limited [NALCO],709831,-,-,Odisha,11/2017,11/2019,05/2025,06/2026,483.0,483.0,453.89,93.18
69,300,Ministry of Mines,Metals & Mining,25.5 MW WIND POWER PROJECT AT KAYATHAR IN TAMILNADU,National Aluminium Company Limited [NALCO],709832,-,-,Tamil Nadu,09/2017,12/2017,03/2025,03/2026,166.0,166.0,135.0,70.0
69,301,Department of Higher Education,Education,Construction of Permanent Campus of Central Tribal University of Andhra Pradesh Phase-1,Central Tribal University of Andhra Pradesh,613008,-,-,Andhra Pradesh,09/2019,12/2023,06/2027,-,305.0,305.0,67.73,44.5
69,302,Department of Higher Education,Education,Construction of Permanent Campus of National Institute of Technology Arunachal Pradesh,"National Institute of Technology, Arunachal Pradesh",612898,-,-,Arunachal Pradesh,09/2009,03/2013,08/2026,08/2024,592.61,592.61,551.3,80.0
69,303,Department of Higher Education,Education,Tezpur University Projects,Tezpur University,606112,-,-,Assam,05/2019,06/2021,11/2023,12/2025,153.71,153.71,266.14,97.98
70,304,Department of Higher Education,Education,Additional Campus of NITPatna,NIT Patna,606013,-,-,Bihar,07/2022,08/2022,07/2024,01/2026,499.21,499.21,449.96,98.6
70,305,Department of Higher Education,Education,Phase B Construction of Permanent Campus of IIT Bhilai,"Indian Institute of Technology, Bhilai",617877,-,-,Chhattisgarh,05/2025,01/2026,10/2028,-,1188.97,1188.97,1.92,0.0
70,306,Department of Higher Education,Education,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors Residence and External Development works at National Institute of Technology, Delhi Campus on Engineering, Procurement and Construction basis",National Institute of Technology Delhi,612851,-,-,Delhi,09/2009,11/2022,09/2025,01/2026,333.49,336.42,336.42,100.0
70,307,Department of Higher Education,Education,Delhi University Eastern Campus at Surajmal Vihar,Delhi University,616886,-,-,Delhi,09/2024,03/2025,10/2026,-,373.0,373.0,31.53,14.0
70,308,Department of Higher Education,Education,"Construction of permanent campus of Central University of Gujarat at Village kundhela, Dist. Vadodara, Gujarat.",Central University of Gujarat,612916,-,-,Gujarat,12/2020,02/2021,03/2025,03/2026,490.63,490.63,342.26,86.0
70,309,Department of Higher Education,Education,Establishment of Permanent campus Phase 1 of IIM Sirmaur,"Indian Institute of Management, Sirmaur",602099,-,-,Himachal Pradesh,09/2018,08/2020,10/2023,08/2026,392.51,454.78,339.65,98.6
70,310,Department of Higher Education,Education,Hostel blocks & dining hall block,"Indian Institute of Technology, Mandi",612128,-,-,Himachal Pradesh,03/2023,03/2024,03/2026,09/2026,166.66,166.66,138.26,93.0
70,311,Department of Higher Education,Education,"Construction of Permanent Campus of Central University of Himachal Pradesh at Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC Mode 1] Basis.","Central University, Himachal Pradesh",612894,-,-,Himachal Pradesh,03/2021,08/2022,11/2024,03/2026,251.98,300.45,223.6,86.0
70,312,Department of Higher Education,Education,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K","Indian Institute of Management, Jammu",602098,-,-,"Jammu and
Kashmir",03/2019,10/2020,06/2023,11/2025,424.93,500.91,484.52,96.0
70,313,Department of Higher Education,Education,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,606431,-,-,Kerala,07/2017,03/2020,06/2022,06/2026,1006.45,1217.4,686.2,86.5
70,314,Department of Higher Education,Education,Phase B of Construction of Permanent Campus of IIT Palakkad,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,617878,-,-,Kerala,05/2025,01/2026,10/2028,-,1527.0,1527.0,9.8,0.0
70,315,Department of Higher Education,Education,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of excellence]","Indian Institute of Technology, Indore",611957,-,-,Madhya Pradesh,12/2023,04/2024,02/2027,-,496.28,496.28,97.35,67.5
70,316,Department of Higher Education,Education,Construction and Developement of National Institute of Technology Meghalaya Permanent Campus at Sohra,"National Institute of Technology, Meghalaya",612885,-,-,Meghalaya,09/2009,09/2014,03/2022,10/2026,494.52,429.7,377.82,97.5
70,317,Department of Higher Education,Education,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl",NIT Mizoram,612876,-,-,Mizoram,09/2009,06/2014,12/2029,03/2022,474.23,474.23,167.55,4.0
70,318,Department of Higher Education,Education,Establishment of NIT Nagaland,NIT Nagaland,613013,-,-,Nagaland,09/2009,12/2014,12/2025,-,275.63,275.63,263.25,98.0
70,319,Department of Higher Education,Education,IISER BERHAMPUR,"Indian Institutes of Science Education and Research, Behrampur",610315,-,-,Odisha,10/2018,09/2019,03/2021,06/2026,1229.32,843.09,874.09,98.5
70,320,Department of Higher Education,Education,Construction of IIT Bhubaneswar -Phase III,"Indian Institute of Technology, Bhubaneshwar",611961,-,-,Odisha,02/2024,05/2024,11/2026,-,454.27,454.27,102.15,10.45
70,321,Department of Higher Education,Education,"1000 seater Boys hostel, 500 seater Girls hostel, 1.5 MLD Sewage Treatment Plant and Faculty Residence - 72 nos. Flats",NIT Rourkela,619033,-,-,Odisha,09/2023,01/2024,06/2026,08/2027,198.97,198.97,53.01,50.0
70,322,Department of Higher Education,Education,Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II],"National Institute of Technology, Puducherry",612877,-,-,Puducherry,09/2009,07/2013,12/2024,05/2026,618.34,544.34,543.74,99.5
70,323,Department of Higher Education,Education,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar, Punjab, Phase-I","Indian intitue of Management, Amritsar",605292,-,-,Punjab,10/2019,07/2020,06/2023,11/2026,348.31,386.86,293.24,91.7
71,324,Department of Higher Education,Education,"Construction of Girls Hostel 400 seater, Boys Hostel 600 seater, Academic Block, International Hostel 100 seater, VC Residence and Purchase of Equipment",Central University of Punjab,617221,-,-,Punjab,08/2024,04/2025,10/2027,-,210.99,210.99,99.02,58.0
71,325,Department of Higher Education,Education,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South Sikkim",Sikkim University,609736,-,-,Sikkim,08/2020,01/2022,01/2025,10/2026,314.06,340.55,292.0,96.5
71,326,Department of Higher Education,Education,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District,NIT Sikkim,612883,-,-,Sikkim,02/2024,03/2024,02/2028,12/2026,685.76,610.76,283.56,38.0
71,327,Department of Higher Education,Education,Construction of Precast housing and hostels at IIT Hyderabad,"Indian Institute of Technology, Hyderabad",609996,-,-,Telangana,09/2022,11/2022,10/2024,01/2026,262.0,262.0,223.65,90.39
71,328,Department of Higher Education,Education,Banaras Hindu University [ Kayakalp of Institute of Medical Sciences],Banaras Hindu University,606479,-,-,Uttar Pradesh,06/2020,06/2020,09/2022,07/2027,246.0,246.0,212.35,99.1
71,329,Department of Higher Education,Education,"Construction & Development of Infrastructural Facilities in the main campus of NIT Uttarakhand at Sumari, Pauri Garhwal",National Institute of Technology Uttarakhand,611963,-,-,Uttarakhand,06/2020,04/2024,09/2027,-,650.85,650.85,401.56,63.0
71,330,Department of Higher Education,Education,"HEFA projects on development of student hostels, playgrounds, departmental buildings, class room complex and other campus facilities in IIT Kharagpur","Indian Institute of Technology, Kharagpur",609019,-,-,West Bengal,06/2018,04/2019,03/2023,12/2026,500.0,442.0,418.86,97.0
71,331,Department of Sports,Education,"National Sports University [NSU], Imphal [Manipur]",Department of Sports & Youth Affairs,400081,-,-,Manipur,06/2022,01/2022,08/2024,08/2026,906.47,611.74,577.32,97.5
71,332,Ministry of Petroleum & Natural Gas,Energy Storage,"Construction of LPG Facilities at Kamardanga, Assam",Hindustan Petroleum Corporation Limited,709754,-,-,Assam,03/2023,03/2023,07/2027,-,156.36,156.36,114.1,83.8
71,333,Ministry of Petroleum & Natural Gas,Energy Storage,"Setting up of new rail fed POL facility at Kamardanga, Assam",Hindustan Petroleum Corporation Limited,709755,-,-,Assam,03/2023,03/2023,07/2027,-,384.04,384.04,250.07,87.5
71,334,Ministry of Petroleum & Natural Gas,Energy Storage,Capacity Augmentation of Kandla LPG Import Terminal [KLIT] from 0.6 MMTPA to 2.5 MMTPA,Indian Oil Corporation Limited [IOCL],617839,-,-,Gujarat,05/2023,05/2023,07/2026,-,356.86,304.4,168.04,68.0
71,335,Ministry of Petroleum & Natural Gas,Energy Storage,"Andheri Residential Towers, Mumbai",Indian Oil Corporation Limited [IOCL],604833,-,-,Maharashtra,06/2017,06/2017,05/2025,06/2027,281.35,389.67,281.24,86.0
71,336,Ministry of Petroleum & Natural Gas,Energy Storage,Setting up of 50 MW [plus/minus 5 percent] Wind Power Plant for Captive Consumption at MR,Bharat Petroleum Corporation Limited [BPCL],619313,-,-,Maharashtra,05/2023,05/2023,04/2027,-,483.14,483.14,380.62,77.9
71,337,Ministry of Petroleum & Natural Gas,Energy Storage,LPG Bottling Plant at Mualkhang,Indian Oil Corporation Limited [IOCL],617829,-,-,Mizoram,07/2024,07/2024,10/2028,03/2028,225.71,225.71,32.45,34.0
71,338,Ministry of Petroleum & Natural Gas,Energy Storage,"Petrochemical evacuation marketing terminal at Barmer, Rajasthan",Hindustan Petroleum Corporation Limited,709759,-,-,Rajasthan,12/2023,12/2023,12/2026,-,461.05,461.05,252.18,97.5
71,339,Ministry of Petroleum & Natural Gas,Energy Storage,Laying of POL Pipelines in Common Corridor for proposed grass root terminal at Vallur [Chennai],MinistryofPetroleumNaturalGas,400043,-,-,Tamil Nadu,01/2022,01/2022,05/2026,03/2027,829.0,829.0,382.47,81.0
71,340,Ministry of Petroleum & Natural Gas,Energy Storage,Multi Product Pipeline from Irugur to Devangonthi,MinistryofPetroleumNaturalGas,400301,-,-,Tamil Nadu,11/2012,11/2012,02/2017,09/2026,678.0,1732.0,1206.36,86.4
71,341,Ministry of Petroleum & Natural Gas,Energy Storage,Kandla Gorakhpur LPG Pipeline,Indian Oil Corporation Limited [IOCL],400012,-,-,Uttar Pradesh,12/2018,12/2018,12/2021,10/2026,10088.0,10088.0,8504.21,96.0
71,342,Ministry of Petroleum & Natural Gas,Energy Storage,"Grass-root Terminal at Mirzapur, Uttar Pradesh",Indian Oil Corporation Limited [IOCL],604852,-,-,Uttar Pradesh,09/2022,09/2022,11/2026,-,980.45,980.45,308.35,77.2
72,343,Ministry of Petroleum & Natural Gas,Energy Storage,Paradip-Numaligarh Crude Oil Pipeline [PNCPL] & Crude Oil Import Terminal [COIT] at Paradip,Numaligarh Refinery Limited,701349,-,-,West Bengal,01/2019,01/2019,07/2024,10/2026,10228.0,12407.0,11168.49,93.2
72,344,Ministry of Petroleum & Natural Gas,Oil & Gas,KG-DWN-98/2 Cluster - II Development Project - NELP Block,Oil and Natural Gas Corporation Limited [ONGC],400120,-,-,Andhra Pradesh,03/2016,03/2016,06/2020,09/2026,34012.0,34012.0,33192.0,96.9
72,345,Ministry of Petroleum & Natural Gas,Oil & Gas,Provision of four bitumen tanks with capacity of 5 TMT each at Visakh Refinery,Hindustan Petroleum Corporation Limited,619226,-,-,Andhra Pradesh,09/2025,09/2025,03/2028,-,258.34,258.34,8.67,20.2
72,346,Ministry of Petroleum & Natural Gas,Oil & Gas,HP-COAT [Crude to Olefins and Aromatics Technology] demo unit at Visakh Refinery,Hindustan Petroleum Corporation Limited,709752,-,-,Andhra Pradesh,09/2021,09/2021,06/2024,02/2027,160.0,220.0,158.94,94.0
72,347,Ministry of Petroleum & Natural Gas,Oil & Gas,Numaligarh Refinery Expansion Project,Numaligarh Refinery Limited,604791,-,-,Assam,07/2020,07/2020,07/2024,03/2027,12366.0,25313.0,20411.19,87.0
72,348,Ministry of Petroleum & Natural Gas,Oil & Gas,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija,Oil India Limited,604863,-,-,Assam,01/2018,01/2018,02/2020,12/2026,682.9,726.93,601.12,94.4
72,349,Ministry of Petroleum & Natural Gas,Oil & Gas,"Construction of Field Gas Gathering Station at Baghjan area for collection, processing & transportation of natural Gas to be produced from Baghjan Field",Oil India Limited,616858,-,-,Assam,12/2020,12/2020,03/2024,11/2026,430.76,430.76,348.65,95.9
72,350,Ministry of Petroleum & Natural Gas,Oil & Gas,"Pipeline Rehabilitation Project, Phase-II",Oil India Limited,617827,-,-,Assam,12/2024,12/2024,12/2029,-,680.0,680.0,13.53,29.0
72,351,Ministry of Petroleum & Natural Gas,Oil & Gas,Coke Drum Structure Package,Numaligarh Refinery Limited,617836,-,-,Assam,12/2022,12/2022,12/2025,-,635.28,635.28,464.46,72.0
72,352,Ministry of Petroleum & Natural Gas,Oil & Gas,"Group Gathering Station, Lakwagaon",Oil India Limited,619316,-,-,Assam,10/2025,10/2025,10/2027,-,495.59,495.59,20.04,7.8
72,353,Ministry of Petroleum & Natural Gas,Oil & Gas,Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi,Indian Oil Corporation Limited [IOCL],709776,-,-,Assam,04/2022,04/2022,09/2026,-,277.0,323.09,236.16,84.3
72,354,Ministry of Petroleum & Natural Gas,Oil & Gas,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA,Indian Oil Corporation Limited [IOCL],709779,-,-,Assam,06/2022,06/2022,03/2026,07/2027,768.0,740.0,250.84,60.1
72,355,Ministry of Petroleum & Natural Gas,Oil & Gas,Pipeline Network Project Rudrasagar,Oil and Natural Gas Corporation Limited [ONGC],709847,-,-,Assam,01/2023,01/2023,04/2026,04/2027,481.03,481.03,238.83,55.4
72,356,Ministry of Petroleum & Natural Gas,Oil & Gas,Borholla GGS Life Extension Project [BLEP],Oil and Natural Gas Corporation Limited [ONGC],709850,-,-,Assam,09/2023,09/2023,05/2026,03/2027,198.7,198.7,110.99,63.5
72,357,Ministry of Petroleum & Natural Gas,Oil & Gas,DCU Revamp Project,Numaligarh Refinery Limited,709864,-,-,Assam,08/2021,08/2021,07/2024,03/2027,370.0,370.0,310.38,80.5
72,358,Ministry of Petroleum & Natural Gas,Oil & Gas,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation Scheme,Numaligarh Refinery Limited,709865,-,-,Assam,04/2023,04/2023,12/2024,12/2026,293.5,293.5,81.84,99.0
72,359,Ministry of Petroleum & Natural Gas,Oil & Gas,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",Bharat Petroleum Corporation Limited [BPCL],617304,-,-,Bihar,10/2023,10/2023,03/2027,-,340.15,340.15,186.21,56.0
72,360,Ministry of Petroleum & Natural Gas,Oil & Gas,Barauni Refinery Capacity Expansion from 6.0 to 9.0 MMTPA,Indian Oil Corporation Limited [IOCL],701324,-,-,Bihar,01/2020,01/2020,04/2023,12/2026,14810.0,16724.0,13089.84,91.8
72,361,Ministry of Petroleum & Natural Gas,Oil & Gas,Installation of Bitumen Manufacturing Unit along with allied facilities at Barauni Refinery,Indian Oil Corporation Limited [IOCL],709777,-,-,Bihar,01/2022,01/2022,04/2025,06/2027,389.35,410.3,124.57,66.3
72,362,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Projects at Darbhanga, Madhubani, Supaul, Sitamarhi and Sheohar districts",Bharat Petroleum Corporation Limited [BPCL],709792,-,-,Bihar,12/2022,12/2022,03/2030,-,3638.0,3638.0,493.91,33.6
73,363,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Projects at Gopalganj, Siwan, West Champaran, East Champaran and Deoria districts",Bharat Petroleum Corporation Limited [BPCL],709793,-,-,Bihar,12/2022,12/2022,06/2030,-,3919.0,3919.0,527.15,30.3
73,364,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution [CGD] Project in Kondagaon, Bastar, Sukma, Narayanpur, Bijapur & Dantewada GA",GAIL Gas,617819,-,-,Chhattisgarh,06/2022,06/2022,06/2030,-,557.04,557.04,11.63,2.2
73,365,Ministry of Petroleum & Natural Gas,Oil & Gas,Redevelopment of Sobhasan Complex,Oil and Natural Gas Corporation Limited [ONGC],400087,-,-,Gujarat,08/2021,08/2021,03/2027,-,885.63,1347.61,1062.32,95.6
73,366,Ministry of Petroleum & Natural Gas,Oil & Gas,Redevelopment of Santhal Field [Onshore-Mehsana Asset],Oil and Natural Gas Corporation Limited [ONGC],400167,-,-,Gujarat,02/2017,02/2017,03/2026,12/2026,1162.56,1162.56,1127.73,96.8
73,367,Ministry of Petroleum & Natural Gas,Oil & Gas,Redevelopment of Linch Field,Oil and Natural Gas Corporation Limited [ONGC],400169,-,-,Gujarat,04/2021,04/2021,03/2025,10/2026,631.03,845.42,622.24,93.7
73,368,Ministry of Petroleum & Natural Gas,Oil & Gas,Petrochemical and Lube Integration Project at Gujarat Refinery,Indian Oil Corporation Limited [IOCL],701329,-,-,Gujarat,09/2020,09/2020,08/2024,11/2026,18936.0,17825.0,13901.13,89.6
73,369,Ministry of Petroleum & Natural Gas,Oil & Gas,Installation of new Biturox Unit along with allied facilities at Gujarat Refinery,Indian Oil Corporation Limited [IOCL],709778,-,-,Gujarat,01/2022,01/2022,08/2025,12/2026,328.29,344.36,218.17,87.7
73,370,Ministry of Petroleum & Natural Gas,Oil & Gas,Commercial Polymer Flooding Project in Bechraji field,Oil and Natural Gas Corporation Limited [ONGC],709838,-,-,Gujarat,01/2022,01/2022,11/2024,05/2027,621.4,739.02,280.45,50.0
73,371,Ministry of Petroleum & Natural Gas,Oil & Gas,"Restoration of Gas Terminal, Phase-I [Part-A], Hazira",Oil and Natural Gas Corporation Limited [ONGC],709840,-,-,Gujarat,05/2022,05/2022,02/2025,-,249.43,249.43,219.56,97.6
73,372,Ministry of Petroleum & Natural Gas,Oil & Gas,Old Pipe Line Replacement [OPRP] Group-A,Oil and Natural Gas Corporation Limited [ONGC],709841,-,-,Gujarat,07/2021,07/2021,07/2025,11/2026,173.03,169.84,168.22,94.6
73,373,Ministry of Petroleum & Natural Gas,Oil & Gas,"Kalol Redevelopment Project, Ahmedabad Asset",Oil and Natural Gas Corporation Limited [ONGC],709842,-,-,Gujarat,08/2022,08/2022,03/2027,-,1487.41,1487.41,946.45,66.0
73,374,Ministry of Petroleum & Natural Gas,Oil & Gas,"Revamping of SV Stations, Gas Terminal & Kribhco Terminal",Oil and Natural Gas Corporation Limited [ONGC],709845,-,-,Gujarat,11/2022,11/2022,08/2026,-,837.34,1119.86,469.99,70.9
73,375,Ministry of Petroleum & Natural Gas,Oil & Gas,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II, Faridabad",Indian Oil Corporation Limited [IOCL],604853,-,-,Haryana,06/2019,06/2019,12/2022,07/2027,2281.94,3200.0,1922.03,65.4
73,376,Ministry of Petroleum & Natural Gas,Oil & Gas,Poly Butadiene Rubber plant at Panipat,Indian Oil Corporation Limited [IOCL],611917,-,-,Haryana,03/2022,03/2022,03/2025,12/2026,1459.0,2531.44,1560.24,90.1
73,377,Ministry of Petroleum & Natural Gas,Oil & Gas,Capacity Expansion of Panipat Refinery from 15 to 25 MMTPA,Indian Oil Corporation Limited [IOCL],701289,-,-,Haryana,02/2021,02/2021,09/2024,12/2026,34627.0,36225.0,28007.35,94.3
73,378,Ministry of Petroleum & Natural Gas,Oil & Gas,"Installation of Multiple Effect Evaporator [MEE] for ETP-1, 2 & 4 of Panipat Refinery and Petrochemical Complex.",Indian Oil Corporation Limited [IOCL],709783,-,-,Haryana,12/2020,12/2020,06/2023,10/2026,165.13,247.69,193.38,92.5
73,379,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Project at Jammu, Udhampur, Reasi, Samba and Kathua Districts",Indian Oil Corporation Limited [IOCL],709773,-,-,"Jammu and
Kashmir",03/2022,03/2022,09/2034,-,538.0,538.0,4.45,0.6
73,380,Ministry of Petroleum & Natural Gas,Oil & Gas,Development of Jharia CBM Block [Phase-1],Oil and Natural Gas Corporation Limited [ONGC],610984,-,-,Jharkhand,11/2019,11/2019,01/2024,09/2026,431.0,431.0,267.74,66.2
73,381,Ministry of Petroleum & Natural Gas,Oil & Gas,Laying of Natural Gas Pipeline from Hazaribagh to Ranchi [HRPL],Indian Oil Corporation Limited [IOCL],709785,-,-,Jharkhand,02/2023,02/2023,02/2026,03/2027,202.07,202.07,65.98,58.4
73,382,Ministry of Petroleum & Natural Gas,Oil & Gas,Power System Upgradation Project,Mangalore Refinery and Petrochemicals Limited,612790,-,-,Karnataka,10/2023,10/2023,11/2025,09/2026,385.0,385.0,271.36,90.4
73,383,Ministry of Petroleum & Natural Gas,Oil & Gas,Demo Bio-ATF Project,Mangalore Refinery and Petrochemicals Limited,616879,-,-,Karnataka,03/2024,03/2024,01/2027,-,364.0,364.0,91.39,54.8
73,384,Ministry of Petroleum & Natural Gas,Oil & Gas,City Gas Distribution Maharashtra Natural Gas Limited,Gas Authority of India Limited [GAIL],701338,-,-,Karnataka,01/2006,01/2006,06/2031,-,5535.0,5535.0,4481.93,47.0
74,385,Ministry of Petroleum & Natural Gas,Oil & Gas,Revamping/ Augmentation of facilities at existing port terminal at Mangalore,Indian Oil Corporation Limited [IOCL],709774,-,-,Karnataka,01/2022,01/2022,12/2025,06/2027,463.0,500.62,327.65,85.6
74,386,Ministry of Petroleum & Natural Gas,Oil & Gas,Augmentation of CCKPL and IDPL Pipelines capacity along with setting up of Palakkad TOP,Bharat Petroleum Corporation Limited [BPCL],617838,-,-,Kerala,09/2024,09/2024,08/2028,-,1130.0,1130.0,324.61,48.8
74,387,Ministry of Petroleum & Natural Gas,Oil & Gas,Setting up Polypropylene Unit at Kochi Refinery,Bharat Petroleum Corporation Limited [BPCL],709799,-,-,Kerala,12/2023,12/2023,10/2027,-,4460.0,4850.0,1026.0,45.2
74,388,Ministry of Petroleum & Natural Gas,Oil & Gas,C2/C3 Vijaipur Pata Pipeline,Gas Authority of India Limited [GAIL],617830,-,-,Madhya Pradesh,05/2024,05/2024,01/2027,-,1792.0,1792.0,541.2,73.0
74,389,Ministry of Petroleum & Natural Gas,Oil & Gas,Ethylene Cracker Project at Bina Refinery including downstream Petrochemical Plants and expansion of Refinery,Bharat Petroleum Corporation Limited [BPCL],709798,-,-,Madhya Pradesh,05/2023,05/2023,05/2028,-,43367.0,43367.0,6104.0,33.5
74,390,Ministry of Petroleum & Natural Gas,Oil & Gas,"500 KTA PDHPP Project, Usar",Gas Authority of India Limited [GAIL],400168,-,-,Maharashtra,04/2021,04/2021,04/2025,06/2027,8797.0,11256.0,8861.88,91.9
74,391,Ministry of Petroleum & Natural Gas,Oil & Gas,Lube Modernization & Bottom Upgradation Project at Mumbai Refinery,Hindustan Petroleum Corporation Limited,616933,-,-,Maharashtra,12/2024,12/2024,03/2028,08/2029,4679.0,6008.0,314.9,14.1
74,392,Ministry of Petroleum & Natural Gas,Oil & Gas,Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at Mumbai Refinery,Bharat Petroleum Corporation Limited [BPCL],619223,-,-,Maharashtra,05/2025,05/2025,09/2029,-,13626.0,13626.0,93.6,7.2
74,393,Ministry of Petroleum & Natural Gas,Oil & Gas,Augmentation of DUPL-DPPL Pipeline,Gas Authority of India Limited [GAIL],619224,-,-,Maharashtra,06/2025,06/2025,03/2028,-,844.0,844.0,1.2,8.2
74,394,Ministry of Petroleum & Natural Gas,Oil & Gas,Installation of Compression facility at GAIL Usar,Gas Authority of India Limited [GAIL],619225,-,-,Maharashtra,04/2025,04/2025,04/2027,-,260.2,260.2,0.0,0.0
74,395,Ministry of Petroleum & Natural Gas,Oil & Gas,ONGC-BP Redevelopment Phase-1 Scheme of Mumbai High Field,Oil and Natural Gas Corporation Limited [ONGC],619328,-,-,Maharashtra,11/2025,11/2025,03/2027,-,3713.4,3908.0,2304.68,56.3
74,396,Ministry of Petroleum & Natural Gas,Oil & Gas,"City Gas Distribution Project at Beed, Jalgaon and Jalna Districts",Indian Oil Corporation Limited [IOCL],709771,-,-,Maharashtra,03/2022,03/2022,09/2031,-,865.0,865.0,89.23,3.4
74,397,Ministry of Petroleum & Natural Gas,Oil & Gas,Construction of Additional Tankages and Allied Facilities at JNPT Terminal,Indian Oil Corporation Limited [IOCL],709780,-,-,Maharashtra,04/2022,04/2022,08/2026,-,341.43,436.14,305.01,72.9
74,398,Ministry of Petroleum & Natural Gas,Oil & Gas,POL & LOBS Installations with Receipt Pipelines at Rasayani,Bharat Petroleum Corporation Limited [BPCL],709797,-,-,Maharashtra,05/2023,05/2023,05/2026,-,2585.0,2585.0,1507.62,87.3
