project_id,snapshot_id,project_name,sector,ministry,implementing_agency,state,contract_type,terrain_type,original_cost_cr,revised_cost_cr,expenditure_cr,physical_progress_pct,financial_progress_pct,original_start_date,original_completion_date,revised_completion_date,as_of_date,actual_completion_date,final_cost_cr,target_delay_months,target_is_delayed,target_cost_overrun_pct,target_is_cost_overrun
PRJ-SYN-0064,SNAP-PRJ-SYN-0064-Q1,West Bengal Economic Corridor Pkg 41,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,HAM,Plains,214.07,214.07,134.99,65.67,63.06,2020-08-08,2022-04-08,2022-04-08,2021-09-07,2022-06-04,216.9,1.9,0,1.32,0
PRJ-SYN-0064,SNAP-PRJ-SYN-0064-Q2,West Bengal Economic Corridor Pkg 41,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,HAM,Plains,214.07,214.07,185.17,84.09,86.5,2020-08-08,2022-04-08,2022-04-08,2021-12-08,2022-06-04,216.9,1.9,0,1.32,0
PRJ-SYN-0064,SNAP-PRJ-SYN-0064-Q3,West Bengal Economic Corridor Pkg 41,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,HAM,Plains,214.07,214.07,193.5,87.89,90.39,2020-08-08,2022-04-08,2022-04-08,2022-02-06,2022-06-04,216.9,1.9,0,1.32,0
PRJ-SYN-0065,SNAP-PRJ-SYN-0065-Q1,Deep Draft Container Terminal Berth 51,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",Syama Prasad Mookerjee Port,Karnataka,EPC,Urban Dense,583.87,627.75,201.57,25.59,32.11,2021-04-12,2023-06-12,2023-06-12,2022-05-12,2024-12-20,734.8,18.3,1,25.85,1
PRJ-SYN-0065,SNAP-PRJ-SYN-0065-Q2,Deep Draft Container Terminal Berth 51,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",Syama Prasad Mookerjee Port,Karnataka,EPC,Urban Dense,583.87,689.53,370.55,50.78,53.74,2021-04-12,2023-06-12,2024-07-09,2023-01-05,2024-12-20,734.8,18.3,1,25.85,1
PRJ-SYN-0065,SNAP-PRJ-SYN-0065-Q3,Deep Draft Container Terminal Berth 51,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",Syama Prasad Mookerjee Port,Karnataka,EPC,Urban Dense,583.87,706.0,476.76,63.21,67.53,2021-04-12,2023-06-12,2024-12-24,2023-03-25,2024-12-20,734.8,18.3,1,25.85,1
PRJ-SYN-0066,SNAP-PRJ-SYN-0066-Q1,Bihar Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Plains,2161.91,2161.91,824.12,35.91,38.12,2023-07-16,2026-05-15,2026-06-20,2024-07-12,2026-08-11,2167.75,2.9,0,0.27,0
PRJ-SYN-0066,SNAP-PRJ-SYN-0066-Q2,Bihar Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Plains,2161.91,2161.91,1479.83,63.4,68.45,2023-07-16,2026-05-15,2026-05-15,2025-05-18,2026-08-11,2167.75,2.9,0,0.27,0
PRJ-SYN-0066,SNAP-PRJ-SYN-0066-Q3,Bihar Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Plains,2161.91,2161.91,1635.92,78.05,75.67,2023-07-16,2026-05-15,2026-08-14,2025-10-20,2026-08-11,2167.75,2.9,0,0.27,0
PRJ-SYN-0066,SNAP-PRJ-SYN-0066-Q4,Bihar Express Highway Corridor Phase II,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),Bihar,EPC,Plains,2161.91,2161.91,1846.92,86.33,85.43,2023-07-16,2026-05-15,2026-05-15,2026-02-01,2026-08-11,2167.75,2.9,0,0.27,0
PRJ-SYN-0067,SNAP-PRJ-SYN-0067-Q1,West Bengal Metro Line 38 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,7295.39,7295.39,3939.51,48.38,54.0,2023-04-10,2030-06-09,2030-06-09,2026-11-08,2030-10-11,7600.34,4.1,1,4.18,0
PRJ-SYN-0067,SNAP-PRJ-SYN-0067-Q2,West Bengal Metro Line 38 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,7295.39,7295.39,4367.02,61.05,59.86,2023-04-10,2030-06-09,2030-08-13,2027-12-06,2030-10-11,7600.34,4.1,1,4.18,0
PRJ-SYN-0067,SNAP-PRJ-SYN-0067-Q3,West Bengal Metro Line 38 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,7295.39,7295.39,5753.87,75.89,78.87,2023-04-10,2030-06-09,2030-06-09,2029-01-02,2030-10-11,7600.34,4.1,1,4.18,0
PRJ-SYN-0067,SNAP-PRJ-SYN-0067-Q4,West Bengal Metro Line 38 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,7295.39,7295.39,6632.24,91.8,90.91,2023-04-10,2030-06-09,2030-10-13,2029-09-20,2030-10-11,7600.34,4.1,1,4.18,0
PRJ-SYN-0068,SNAP-PRJ-SYN-0068-Q1,West Bengal Port Modernization & Coastal Connectivity,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",Syama Prasad Mookerjee Port,West Bengal,Item Rate,Hilly/Mountainous,544.93,570.8,97.21,16.79,17.03,2021-05-10,2024-10-08,2024-10-08,2022-01-14,2024-11-22,590.76,1.5,0,8.41,0
PRJ-SYN-0068,SNAP-PRJ-SYN-0068-Q2,West Bengal Port Modernization & Coastal Connectivity,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",Syama Prasad Mookerjee Port,West Bengal,Item Rate,Hilly/Mountainous,544.93,544.93,174.81,32.33,32.08,2021-05-10,2024-10-08,2024-10-08,2022-07-20,2024-11-22,590.76,1.5,0,8.41,0
PRJ-SYN-0068,SNAP-PRJ-SYN-0068-Q3,West Bengal Port Modernization & Coastal Connectivity,Ports & Shipping,"Ministry of Ports, Shipping and Waterways (MoPSW)",Syama Prasad Mookerjee Port,West Bengal,Item Rate,Hilly/Mountainous,544.93,544.93,525.53,91.17,96.44,2021-05-10,2024-10-08,2024-10-08,2024-06-06,2024-11-22,590.76,1.5,0,8.41,0
PRJ-SYN-0069,SNAP-PRJ-SYN-0069-Q1,Uttar Pradesh Ultra Mega Solar Power Park 34 MW,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Uttar Pradesh,BOT,Plains,11148.38,11148.38,2590.88,19.13,23.24,2023-08-09,2027-09-08,2027-11-08,2024-06-02,2027-11-26,11976.7,2.6,0,7.43,0
PRJ-SYN-0069,SNAP-PRJ-SYN-0069-Q2,Uttar Pradesh Ultra Mega Solar Power Park 34 MW,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Uttar Pradesh,BOT,Plains,11148.38,11148.38,5765.94,51.61,51.72,2023-08-09,2027-09-08,2027-09-08,2025-08-23,2027-11-26,11976.7,2.6,0,7.43,0
PRJ-SYN-0069,SNAP-PRJ-SYN-0069-Q3,Uttar Pradesh Ultra Mega Solar Power Park 34 MW,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Uttar Pradesh,BOT,Plains,11148.38,11644.27,9513.37,77.3,81.7,2023-08-09,2027-09-08,2027-09-08,2026-11-14,2027-11-26,11976.7,2.6,0,7.43,0
PRJ-SYN-0069,SNAP-PRJ-SYN-0069-Q4,Uttar Pradesh Ultra Mega Solar Power Park 34 MW,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Uttar Pradesh,BOT,Plains,11148.38,11148.38,11289.96,97.39,101.27,2023-08-09,2027-09-08,2027-09-08,2027-04-12,2027-11-26,11976.7,2.6,0,7.43,0
PRJ-SYN-0070,SNAP-PRJ-SYN-0070-Q1,Freight Corridor Feeder Line 56,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Uttar Pradesh,EPC,Plains,1299.64,1311.29,158.14,5.0,12.06,2020-01-23,2024-01-23,2024-01-23,2020-11-10,2025-10-23,1448.97,21.0,1,11.49,1
PRJ-SYN-0070,SNAP-PRJ-SYN-0070-Q2,Freight Corridor Feeder Line 56,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Uttar Pradesh,EPC,Plains,1299.64,1324.52,365.83,19.12,27.62,2020-01-23,2024-01-23,2024-01-23,2021-06-17,2025-10-23,1448.97,21.0,1,11.49,1
PRJ-SYN-0070,SNAP-PRJ-SYN-0070-Q3,Freight Corridor Feeder Line 56,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Uttar Pradesh,EPC,Plains,1299.64,1361.77,480.02,28.65,35.25,2020-01-23,2024-01-23,2024-10-26,2022-01-22,2025-10-23,1448.97,21.0,1,11.49,1
PRJ-SYN-0070,SNAP-PRJ-SYN-0070-Q4,Freight Corridor Feeder Line 56,Railways,Ministry of Railways (MoR),Rail Vikas Nigam Ltd (RVNL),Uttar Pradesh,EPC,Plains,1299.64,1373.48,749.65,45.66,54.58,2020-01-23,2024-01-23,2024-01-23,2022-08-29,2025-10-23,1448.97,21.0,1,11.49,1
PRJ-SYN-0071,SNAP-PRJ-SYN-0071-Q1,Rajasthan Pumped Storage Hydro Project Phase II,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Rajasthan,EPC,Hilly/Mountainous,1035.77,1035.77,653.78,64.37,63.12,2018-01-19,2022-08-20,2022-08-20,2021-01-11,2022-08-20,1113.76,0.0,0,7.53,0
PRJ-SYN-0071,SNAP-PRJ-SYN-0071-Q2,Rajasthan Pumped Storage Hydro Project Phase II,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Rajasthan,EPC,Hilly/Mountainous,1035.77,1063.37,909.61,81.62,85.54,2018-01-19,2022-08-20,2022-08-20,2021-09-19,2022-08-20,1113.76,0.0,0,7.53,0
PRJ-SYN-0071,SNAP-PRJ-SYN-0071-Q3,Rajasthan Pumped Storage Hydro Project Phase II,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Rajasthan,EPC,Hilly/Mountainous,1035.77,1035.77,926.5,92.28,89.45,2018-01-19,2022-08-20,2022-08-20,2022-03-05,2022-08-20,1113.76,0.0,0,7.53,0
PRJ-SYN-0072,SNAP-PRJ-SYN-0072-Q1,NH-42 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,EPC,Plains,366.98,366.98,59.96,16.42,16.34,2018-02-13,2020-11-13,2020-11-13,2018-09-01,2020-12-19,371.42,1.2,0,1.21,0
PRJ-SYN-0072,SNAP-PRJ-SYN-0072-Q2,NH-42 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,EPC,Plains,366.98,366.98,294.54,79.88,80.26,2018-02-13,2020-11-13,2020-11-13,2020-04-26,2020-12-19,371.42,1.2,0,1.21,0
PRJ-SYN-0072,SNAP-PRJ-SYN-0072-Q3,NH-42 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,West Bengal,EPC,Plains,366.98,366.98,353.95,90.85,96.45,2018-02-13,2020-11-13,2020-11-13,2020-08-04,2020-12-19,371.42,1.2,0,1.21,0
PRJ-SYN-0073,SNAP-PRJ-SYN-0073-Q1,Tamil Nadu Metro Line 20 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Tamil Nadu,EPC,Urban Dense,4478.73,4478.73,1528.59,25.76,34.13,2018-09-25,2024-06-25,2024-12-04,2020-09-29,2026-03-17,5590.8,20.7,1,24.83,1
PRJ-SYN-0073,SNAP-PRJ-SYN-0073-Q2,Tamil Nadu Metro Line 20 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Tamil Nadu,EPC,Urban Dense,4478.73,5061.87,3872.33,69.38,76.5,2018-09-25,2024-06-25,2025-10-23,2023-05-02,2026-03-17,5590.8,20.7,1,24.83,1
PRJ-SYN-0073,SNAP-PRJ-SYN-0073-Q3,Tamil Nadu Metro Line 20 Underground Section,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Tamil Nadu,EPC,Urban Dense,4478.73,5155.07,4056.52,75.97,78.69,2018-09-25,2024-06-25,2024-06-25,2023-11-28,2026-03-17,5590.8,20.7,1,24.83,1
PRJ-SYN-0074,SNAP-PRJ-SYN-0074-Q1,Karnataka Metro Corridor Elevated Extension Phase IV,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Karnataka,EPC,Plains,7188.7,7284.22,584.19,8.63,8.02,2022-07-10,2029-01-08,2029-01-08,2023-10-27,2031-06-12,7816.27,29.1,1,8.73,0
PRJ-SYN-0074,SNAP-PRJ-SYN-0074-Q2,Karnataka Metro Corridor Elevated Extension Phase IV,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Karnataka,EPC,Plains,7188.7,7188.7,3730.22,52.23,51.89,2022-07-10,2029-01-08,2030-03-28,2026-09-30,2031-06-12,7816.27,29.1,1,8.73,0
PRJ-SYN-0074,SNAP-PRJ-SYN-0074-Q3,Karnataka Metro Corridor Elevated Extension Phase IV,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Karnataka,EPC,Plains,7188.7,7188.7,4791.27,64.11,66.65,2022-07-10,2029-01-08,2030-09-20,2027-09-21,2031-06-12,7816.27,29.1,1,8.73,0
PRJ-SYN-0074,SNAP-PRJ-SYN-0074-Q4,Karnataka Metro Corridor Elevated Extension Phase IV,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),UP Metro Rail Corp (UPMRC),Karnataka,EPC,Plains,7188.7,7188.7,5154.3,74.32,71.7,2022-07-10,2029-01-08,2030-09-21,2028-05-15,2031-06-12,7816.27,29.1,1,8.73,0
PRJ-SYN-0075,SNAP-PRJ-SYN-0075-Q1,Underground Sewerage System & 100 MLD STP,Urban Water & Sanitation,Ministry of Housing and Urban Affairs (MoHUA),Delhi Jal Board,Rajasthan,HAM,Urban Dense,737.84,737.84,84.04,5.0,11.39,2019-09-03,2021-08-03,2021-08-03,2020-01-21,2024-11-08,1151.99,39.2,1,56.13,1
PRJ-SYN-0075,SNAP-PRJ-SYN-0075-Q2,Underground Sewerage System & 100 MLD STP,Urban Water & Sanitation,Ministry of Housing and Urban Affairs (MoHUA),Delhi Jal Board,Rajasthan,HAM,Urban Dense,737.84,914.35,86.04,5.0,9.41,2019-09-03,2021-08-03,2021-08-03,2020-12-01,2024-11-08,1151.99,39.2,1,56.13,1
PRJ-SYN-0076,SNAP-PRJ-SYN-0076-Q1,Gujarat Ring Metro Transit System Pkg 47,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Gujarat,Item Rate,Urban Dense,8413.25,8413.25,1945.98,11.28,23.13,2019-05-23,2024-02-20,2024-04-02,2020-05-03,2025-03-27,10970.88,13.2,1,30.4,1
PRJ-SYN-0076,SNAP-PRJ-SYN-0076-Q2,Gujarat Ring Metro Transit System Pkg 47,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Gujarat,Item Rate,Urban Dense,8413.25,8413.25,4641.59,51.85,55.17,2019-05-23,2024-02-20,2024-02-20,2022-06-23,2025-03-27,10970.88,13.2,1,30.4,1
PRJ-SYN-0076,SNAP-PRJ-SYN-0076-Q3,Gujarat Ring Metro Transit System Pkg 47,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Gujarat,Item Rate,Urban Dense,8413.25,10436.72,9522.46,80.83,91.24,2019-05-23,2024-02-20,2025-01-05,2023-08-31,2025-03-27,10970.88,13.2,1,30.4,1
PRJ-SYN-0077,SNAP-PRJ-SYN-0077-Q1,NH-90 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),West Bengal,HAM,Urban Dense,234.45,234.45,83.58,36.43,35.65,2023-04-14,2026-01-12,2026-01-12,2024-03-30,2026-01-21,240.26,0.3,0,2.48,0
PRJ-SYN-0077,SNAP-PRJ-SYN-0077-Q2,NH-90 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),State PWD (Highways),West Bengal,HAM,Urban Dense,234.45,234.45,195.93,79.37,83.57,2023-04-14,2026-01-12,2026-01-12,2025-06-25,2026-01-21,240.26,0.3,0,2.48,0
PRJ-SYN-0078,SNAP-PRJ-SYN-0078-Q1,Rajasthan Metro Corridor Elevated Extension Phase II,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Rajasthan,EPC,Plains,1555.39,1555.39,270.02,20.04,17.36,2019-05-20,2023-04-19,2023-04-19,2020-03-01,2023-05-19,1599.87,1.0,0,2.86,0
PRJ-SYN-0078,SNAP-PRJ-SYN-0078-Q2,Rajasthan Metro Corridor Elevated Extension Phase II,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Rajasthan,EPC,Plains,1555.39,1589.96,788.3,49.64,49.58,2019-05-20,2023-04-19,2023-04-19,2021-05-04,2023-05-19,1599.87,1.0,0,2.86,0
PRJ-SYN-0078,SNAP-PRJ-SYN-0078-Q3,Rajasthan Metro Corridor Elevated Extension Phase II,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Rajasthan,EPC,Plains,1555.39,1555.39,1123.46,66.26,72.23,2019-05-20,2023-04-19,2023-04-19,2021-12-04,2023-05-19,1599.87,1.0,0,2.86,0
PRJ-SYN-0078,SNAP-PRJ-SYN-0078-Q4,Rajasthan Metro Corridor Elevated Extension Phase II,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Bangalore Metro Rail Corp (BMRCL),Rajasthan,EPC,Plains,1555.39,1555.39,1308.24,81.77,84.11,2019-05-20,2023-04-19,2023-04-19,2022-07-07,2023-05-19,1599.87,1.0,0,2.86,0
PRJ-SYN-0079,SNAP-PRJ-SYN-0079-Q1,Maharashtra Ring Metro Transit System Pkg 99,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Maharashtra,HAM,Plains,5108.8,5278.41,1069.93,17.49,20.27,2020-09-18,2027-07-19,2027-07-19,2022-01-30,2027-09-02,5175.73,1.5,0,1.31,0
PRJ-SYN-0079,SNAP-PRJ-SYN-0079-Q2,Maharashtra Ring Metro Transit System Pkg 99,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Maharashtra,HAM,Plains,5108.8,5108.8,3794.31,71.18,74.27,2020-09-18,2027-07-19,2027-07-19,2025-02-26,2027-09-02,5175.73,1.5,0,1.31,0
PRJ-SYN-0079,SNAP-PRJ-SYN-0079-Q3,Maharashtra Ring Metro Transit System Pkg 99,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Maharashtra,HAM,Plains,5108.8,5108.8,4498.81,83.63,88.06,2020-09-18,2027-07-19,2027-08-22,2026-03-07,2027-09-02,5175.73,1.5,0,1.31,0
PRJ-SYN-0080,SNAP-PRJ-SYN-0080-Q1,Assam Economic Corridor Pkg 13,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Assam,HAM,Urban Dense,73.98,73.98,10.62,5.0,14.36,2019-11-27,2021-07-27,2021-07-27,2020-03-27,2024-05-29,106.78,34.1,1,44.33,1
PRJ-SYN-0080,SNAP-PRJ-SYN-0080-Q2,Assam Economic Corridor Pkg 13,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Assam,HAM,Urban Dense,73.98,85.84,11.53,5.0,13.43,2019-11-27,2021-07-27,2021-07-27,2020-09-26,2024-05-29,106.78,34.1,1,44.33,1
PRJ-SYN-0080,SNAP-PRJ-SYN-0080-Q3,Assam Economic Corridor Pkg 13,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Assam,HAM,Urban Dense,73.98,90.64,13.96,5.0,15.4,2019-11-27,2021-07-27,2022-10-29,2020-12-26,2024-05-29,106.78,34.1,1,44.33,1
PRJ-SYN-0080,SNAP-PRJ-SYN-0080-Q4,Assam Economic Corridor Pkg 13,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Assam,HAM,Urban Dense,73.98,91.03,13.24,8.92,14.54,2019-11-27,2021-07-27,2023-11-20,2021-03-28,2024-05-29,106.78,34.1,1,44.33,1
PRJ-SYN-0081,SNAP-PRJ-SYN-0081-Q1,NH-76 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Andhra Pradesh,EPC,Coastal,590.26,590.26,133.75,21.54,22.66,2021-05-06,2024-09-04,2024-10-10,2022-01-04,2024-09-04,612.04,0.0,0,3.69,0
PRJ-SYN-0081,SNAP-PRJ-SYN-0081-Q2,NH-76 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Andhra Pradesh,EPC,Coastal,590.26,590.26,218.1,33.4,36.95,2021-05-06,2024-09-04,2024-09-04,2022-07-06,2024-09-04,612.04,0.0,0,3.69,0
PRJ-SYN-0081,SNAP-PRJ-SYN-0081-Q3,NH-76 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Andhra Pradesh,EPC,Coastal,590.26,590.26,390.34,67.7,66.13,2021-05-06,2024-09-04,2024-11-30,2023-07-06,2024-09-04,612.04,0.0,0,3.69,0
PRJ-SYN-0081,SNAP-PRJ-SYN-0081-Q4,NH-76 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Andhra Pradesh,EPC,Coastal,590.26,590.26,562.16,92.33,95.24,2021-05-06,2024-09-04,2024-10-08,2024-05-05,2024-09-04,612.04,0.0,0,3.69,0
PRJ-SYN-0082,SNAP-PRJ-SYN-0082-Q1,Border Road Strategic Connectivity Link 51,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Gujarat,EPC,Coastal,421.47,421.47,193.79,48.42,45.98,2018-03-11,2021-06-10,2021-08-19,2019-10-25,2021-06-10,426.49,0.0,0,1.19,0
PRJ-SYN-0082,SNAP-PRJ-SYN-0082-Q2,Border Road Strategic Connectivity Link 51,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Gujarat,EPC,Coastal,421.47,421.47,276.74,64.96,65.66,2018-03-11,2021-06-10,2021-06-10,2020-04-20,2021-06-10,426.49,0.0,0,1.19,0
PRJ-SYN-0082,SNAP-PRJ-SYN-0082-Q3,Border Road Strategic Connectivity Link 51,Highways,Ministry of Road Transport and Highways (MoRTH),NHIDCL,Gujarat,EPC,Coastal,421.47,432.75,413.84,90.2,95.63,2018-03-11,2021-06-10,2021-06-10,2021-02-11,2021-06-10,426.49,0.0,0,1.19,0
PRJ-SYN-0083,SNAP-PRJ-SYN-0083-Q1,Jharkhand Ring Metro Transit System Pkg 68,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Jharkhand,EPC,Hilly/Mountainous,6099.36,6504.62,4449.16,65.26,68.4,2020-05-11,2025-04-10,2025-10-28,2023-07-22,2026-02-17,7036.83,10.3,1,15.37,1
PRJ-SYN-0083,SNAP-PRJ-SYN-0083-Q2,Jharkhand Ring Metro Transit System Pkg 68,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Chennai Metro Rail Ltd (CMRL),Jharkhand,EPC,Hilly/Mountainous,6099.36,6099.36,4831.91,76.07,79.22,2020-05-11,2025-04-10,2025-09-21,2024-04-16,2026-02-17,7036.83,10.3,1,15.37,1
PRJ-SYN-0084,SNAP-PRJ-SYN-0084-Q1,West Bengal Ring Metro Transit System Pkg 62,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,38000.0,38000.0,8899.6,22.71,23.42,2019-09-12,2025-05-12,2025-05-12,2020-10-29,2025-07-08,38471.2,1.9,0,1.24,0
PRJ-SYN-0084,SNAP-PRJ-SYN-0084-Q2,West Bengal Ring Metro Transit System Pkg 62,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,38000.0,38000.0,26341.6,65.06,69.32,2019-09-12,2025-05-12,2025-08-10,2023-05-19,2025-07-08,38471.2,1.9,0,1.24,0
PRJ-SYN-0084,SNAP-PRJ-SYN-0084-Q3,West Bengal Ring Metro Transit System Pkg 62,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,38000.0,38000.0,29119.4,77.82,76.63,2019-09-12,2025-05-12,2025-07-06,2024-03-24,2025-07-08,38471.2,1.9,0,1.24,0
PRJ-SYN-0084,SNAP-PRJ-SYN-0084-Q4,West Bengal Ring Metro Transit System Pkg 62,Metro Rail,Ministry of Housing and Urban Affairs (MoHUA),Delhi Metro Rail Corp (DMRC),West Bengal,EPC,Plains,38000.0,38000.0,33899.8,90.37,89.21,2019-09-12,2025-05-12,2025-05-12,2024-10-17,2025-07-08,38471.2,1.9,0,1.24,0
PRJ-SYN-0085,SNAP-PRJ-SYN-0085-Q1,Gujarat Pumped Storage Hydro Project Phase II,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Gujarat,EPC,Coastal,5329.31,5522.61,4487.12,79.77,81.25,2023-08-04,2028-12-03,2028-12-03,2027-11-09,2029-02-17,5411.91,2.5,0,1.55,0
PRJ-SYN-0085,SNAP-PRJ-SYN-0085-Q2,Gujarat Pumped Storage Hydro Project Phase II,Power & Renewable Energy,Ministry of Power / MNRE,Solar Energy Corporation of India (SECI),Gujarat,EPC,Coastal,5329.31,5329.31,5308.53,93.93,99.61,2023-08-04,2028-12-03,2028-12-03,2028-05-22,2029-02-17,5411.91,2.5,0,1.55,0
PRJ-SYN-0086,SNAP-PRJ-SYN-0086-Q1,NH-80 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Assam,HAM,Hilly/Mountainous,538.44,538.44,122.12,19.42,22.68,2022-07-03,2024-04-02,2024-04-02,2022-11-07,2024-06-11,556.85,2.3,0,3.42,0
PRJ-SYN-0086,SNAP-PRJ-SYN-0086-Q2,NH-80 4/6-Laning Bypass & Viaduct,Highways,Ministry of Road Transport and Highways (MoRTH),National Highways Authority of India (NHAI),Assam,HAM,Hilly/Mountainous,538.44,538.44,337.39,64.0,62.66,2022-07-03,2024-04-02,2024-04-02,2023-08-22,2024-06-11,556.85,2.3,0,3.42,0
