project_id,project_name,sector,state,implementing_agency,planned_start_date,planned_completion_date,actual_start_date,approved_cost,revised_cost,current_status,report_month,physical_progress,planned_progress,financial_progress,expenditure,monthly_expenditure,contractor_status,milestones_completed,milestones_total,milestones_overdue
618437,"Construction of Balance Work of 4-Laning of NH-37 Section between End of Moran Bypass to Bogibeel junction near Lapetketa Km. 561.700-Km. 580.875 under SARDP- NE, Phase 'A' in the State of Assam on EPC mode Pkg-I Road works & Toll Plaza",,Assam,NHIDCL,09/2024,08/2025,,274.34,274.34,Newly Added,December_2025,100,,0.0,0,,,,,
618438,"4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km. 534.800 to Km. 561.700 including Emergency Landing Facility ELF under SARDP-NE, Phase 'A' in the State of Assam on EPC mode",,Assam,NHIDCL,01/2023,08/2025,,385.57,385.57,Newly Added,December_2025,0,,0.0,0,,,,,
618441,"Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of NH- 37 Old from Km 490.800 to Km 501.800 11.000 Km, under SARDP- NE under EPC Mode in the state of Assam Pkg-I Road Works",,Assam,NHIDCL,10/2024,09/2025,,467.79,476.5,Newly Added,December_2025,0,,15.14,72.13,,,,,
618455,Development of External Trunk Connectivity and Internal Infrastructure Works at Multi Model Logistics ParkMMLP at Jogighopa in the State of Assam on EPC Mode Package-I Road and Utility Works,,Assam,NHIDCL,09/2020,09/2024,,693.97,693.97,Newly Added,December_2025,0,,0.0,0,,,,,
618575,"6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",,Assam,National Highways Authority of India [NHAI],01/2023,07/2024,,457.72,412.15,Newly Added,December_2025,100,,90.17,371.63,,,,,
618576,"6L Standalone Flyovers at Raha, Demow, Borghat, Kathiatali junctions and ROB at Jagiroad on stretches of NH 36 and NH 27",,Assam,National Highways Authority of India [NHAI],12/2022,06/2024,,280.75,255.53,Newly Added,December_2025,99,,82.88,211.79,,,,,
617897,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on EPC mode connecting NH 19 to 85 origin,,Bihar,MoRTH,07/2023,07/2025,,295.24,295.24,Newly Added,December_2025,73,,11.2,33.07,,,,,
617958,Widening & Strenthening from km132.895 to km 190.15 NH-80,,Bihar,MoRTH,11/2022,11/2024,,566.1,566.1,Newly Added,December_2025,37,,39.15,221.6,,,,,
617959,Rehabilitation & Widening work for 2 Lane with Paved Shoulder of Existing NH-80 from km 70.15 to Km 121.025 of Munger-Suttanganj -BhagatpurMirzachowki section on EPC Mode in the State of Bihar.,,Bihar,MoRTH,02/2023,01/2025,,477.54,477.54,Newly Added,December_2025,95,,65.21,311.39,,,,,
617961,Gaya-Hisua-Rajgir-Nalanda-Biharsharif section km0.00 to 92.935 NH-82,,Bihar,MoRTH,11/2016,11/2019,,1408.85,2138.16,Newly Added,December_2025,0,,0.0,0,,,,,
617966,NHIIP-BR-106-7 [NHIIP-BR-106-7],,Bihar,MoRTH,10/2016,10/2019,,780.77,961.33,Newly Added,December_2025,0,,0.0,0,,,,,
617969,Construction of 4 Lane ROB and its approaches at the level crossing LC No 29  B of Km 29 Ekangarsarai at NH  110 New NH 33 & Railway Km 32.63 at Fatwa FUT Islampur IPR section in the state of Bihar on EPC mode.,,Bihar,MoRTH,07/2024,07/2026,,201.08,201.08,Newly Added,December_2025,32,,0.0,0.01,,,,,
618004,16.150 Kmunder EPC mode in the state of Bihar,,Bihar,MoRTH,01/2025,07/2026,,179.86,179.86,Newly Added,December_2025,0,,0.0,0,,,,,
618005,Sheohar-Sitamarhi Section km 40.000 to 79.400 km Lot-I,,Bihar,MoRTH,05/2016,05/2018,,178.85,278.53,Newly Added,December_2025,98,,0.0,0,,,,,
618006,Sitamarhi-Jaynagar Section km 79.400 to km 156.500 Lot-II,,Bihar,MoRTH,06/2016,12/2018,,369.77,503.28,Newly Added,December_2025,98,,0.0,0,,,,,
618007,Jaynagar-Narahia Section km 156.500 to km 219.945 Lot-III,,Bihar,MoRTH,05/2016,11/2018,,553.3,706.39,Newly Added,December_2025,99,,0.0,0,,,,,
618073,Improvement to Two lane with Paved Shoulder from Junction of NH22 near Hajipur to Junction of NH -122 at Bachhwara via Mahnar and Mohiuddin Nagar from Km 0.00 to Km 29.730 of NH 122 B in the State of Bihar.,,Bihar,MoRTH,08/2024,11/2025,,226.16,226.16,Newly Added,December_2025,0,,0.0,0,,,,,
618074,Pre construction activity of NH 122B from km 0 to 72.348 and  Improvement to two lane with paved shoulders of NH 122B from km 29.730 to km 72.348 in state of Bihar under EPC mode,,Bihar,MoRTH,05/2023,11/2024,,624.43,624.43,Newly Added,December_2025,90,,24.54,153.21,,,,,
618080,under EPC mode in the state of Bihar,,Bihar,MoRTH,09/2024,03/2026,,353.27,353.27,Newly Added,December_2025,2,,0.0,0,,,,,
618121,Improvement to two lane with paved shoulders of NH-319A from km 0 to km 45 in state of Bihar under EPC mode,,Bihar,MoRTH,06/2023,12/2024,,427.29,427.29,Newly Added,December_2025,0,,41.26,176.32,,,,,
618146,Estimate for Improvement to two lane with paved shoulder from Ramnagar to Roseda from km 3.500 to 43.000 of NH 527 E on EPC mode in State of Bihar,,Bihar,MoRTH,10/2024,04/2026,,495.16,495.16,Newly Added,December_2025,0,,0.0,0,,,,,
618228,construction of a new 4 lane Parallel to existing MG Setu  with its approaces from km 0.00 to km 14.500 across river Ganga on NH-19 at Patna in the state of Bihar.,,Bihar,MoRTH,03/2021,09/2024,,2926.42,2926.42,Newly Added,December_2025,66,,0.0,0,,,,,
618234,Construction of a new 4-lane major bridge across river Kosi at Phulaut including Rehabilitation and upgradation of existing Birpur and Bihpur section of NH-106 from km 106.000 to km 136.000 to 2-lane with paved shoulders in the State of Bihar on EPC mode,,Bihar,MoRTH,06/2021,06/2024,,1478.4,1478.4,Newly Added,December_2025,86,,50.95,753.21,,,,,
618246,Construction of New 4-Lane Bridge Parallel to existing Vikramashila Setufrom km 8920 to Km 13375including approach road 35m Naugachhia side &53 m Bhagalpur sideacross River Ganga on newly declared NH-131B at Bhagalpur in the State of Bihar,,Bihar,MoRTH,05/2023,05/2027,,1110.23,1110.23,Newly Added,December_2025,44,,0.0,0,,,,,
618250,Construction of 6-Lane Elevated / Extra Dose Cable Bridge on River Ganga parallel to & Western side of Digha-Sonepur Rail cum-Road Bridge of NH 139W in the State of Bihar,,Bihar,MoRTH,05/2024,11/2027,,3064.45,3064.45,Newly Added,December_2025,8,,0.0,0,,,,,
618569,Balance work - WB-10 Gandak Bridge Km 402.00 to Km 440.00 Devanpur - Kotwa,,Bihar,National Highways Authority of India [NHAI],07/2022,01/2024,,210.05,358.3,Newly Added,December_2025,63,,27.87,99.85,,,,,
618570,4L Elevated Highway and at grade improvements at Gopalganj Town from Km. 384.000 to Km. 386.750 on NH-27,,Bihar,National Highways Authority of India [NHAI],03/2022,08/2024,,325.57,248.92,Newly Added,December_2025,96,,91.55,227.89,,,,,
618738,6L Bridge and its approaches across River Ganga as Part of Patna Ring Road NH- 131G starting from Km 8.480 near Sherpur to Km 23.000 near Dighwara,,Bihar,National Highways Authority of India [NHAI],09/2023,09/2027,,6291.69,3351.62,Newly Added,December_2025,13,,12.57,421.4,,,,,
618739,4L Greenfield Alignment  of Amas to Shivrampur from 0.000 Km. to 55.002 Km. of NH 119 D Pkg-I,,Bihar,National Highways Authority of India [NHAI],03/2023,11/2024,,1390.92,1427.43,Newly Added,December_2025,33,,19.78,282.35,,,,,
618740,4L Greenfield Alignment of Shivrampur  to Ramnagar from Km. 55.002 to Km. 109.300 of NH 119 D Pkg-II,,Bihar,National Highways Authority of India [NHAI],07/2023,07/2025,,1494.31,1546.07,Newly Added,December_2025,34,,15.75,243.51,,,,,
618741,4L  Greenfield Alignment from Kalyanapur to Tal Dashraha of NH-119D Pkg-III,,Bihar,NHAI,02/2023,02/2025,,1857.58,1969.3,Newly Added,December_2025,23,,17.54,345.49,,,,,
618774,Ara - Mohania Pkg-II,,Bihar,National Highways Authority of India [NHAI],01/2021,07/2023,,984.63,827.51,Newly Added,December_2025,100,,96.45,798.12,,,,,
618779,4L of Aurangabad-Paithan,,Bihar,NHAI,01/2023,07/2024,,1505,349.96,Newly Added,December_2025,78,,87.15,304.99,,,,,
618839,Aunta - Simaria including Ganga Bridge,,Bihar,National Highways Authority of India [NHAI],08/2018,02/2022,,1309.47,2107.68,Newly Added,December_2025,100,,37.81,796.99,,,,,
618840,Simaria Km. 206.050 to Khagaria Km. 266.282,,Bihar,National Highways Authority of India [NHAI],10/2016,04/2019,,664.02,891.64,Newly Added,December_2025,97,,37.82,337.23,,,,,
618841,4L Elevated Section and at-grade improvements at Begusarai town Simaria - Khagaria section  from Km. 221.047 to Km. 225.302 of NH-31,,Bihar,National Highways Authority of India [NHAI],06/2022,12/2024,,491.04,348.38,Newly Added,December_2025,92,,90.9,316.67,,,,,
618861,Bakhtiyarpur-Rajauli Pkg-II from km. 54.405 to km.101.630,,Bihar,National Highways Authority of India [NHAI],04/2021,07/2023,,897.45,1397.47,Newly Added,December_2025,91,,49.9,697.4,,,,,
618902,Maheshkunt-Saharsa-Purnea Pkg I km 0.00 to km. 90.00 of NH-107,,Bihar,National Highways Authority of India [NHAI],12/2019,12/2021,,662.44,1311.22,Newly Added,December_2025,85,,66.17,867.61,,,,,
618903,Maheshkunt -Saharsa-Purnea Pkg II,,Bihar,National Highways Authority of India [NHAI],12/2018,12/2020,,1028.28,1244.09,Newly Added,December_2025,89,,64.74,805.43,,,,,
618904,Chhapra - Hajipur from km. 143.200 to km. 209.200,,Bihar,National Highways Authority of India [NHAI],01/2011,07/2013,,2127.86,2171.6,Newly Added,December_2025,57,,0.17,3.78,,,,,
618916,4L of Bal. works of Patna - Gaya -Dobhi Pkg-III from km. 83.00 to km. 127.217 of Old NH-83,,Bihar,National Highways Authority of India [NHAI],11/2020,11/2022,,1077.46,799.7,Newly Added,December_2025,92,,96.88,774.78,,,,,
618953,Umagaon-Saharsa Package-IV Koshi Bridge & approach Road - Bheja-Bakaur,,Bihar,NHAI,02/2020,08/2023,,1199.58,1223.94,Newly Added,December_2025,81,,68.46,837.89,,,,,
618955,2L PS of Majhauli to Charout section from km. 0.00 to km. 63.655,,Bihar,NHAI,11/2019,11/2021,,638.29,1067.51,Newly Added,December_2025,95,,11.72,125.16,,,,,
617919,Construction of 4 Nos Grade separtor between km. 281.000 to km. 307.600 km. 286.400 kumhari km. 299.000 Transport Nagar km. 302.000 Power House km. 304.000 Chandra Moura Chowk to km. 305.000 supeia of NH-53 old NH-06 Raipur - Durg 4 Lane on EPC mode in the state of chhattisgarh job NO. NH-53old NH-06 CG- 2017-18-56,,Chhattisgarh,MoRTH,01/2019,01/2021,,349.03,349.03,Newly Added,December_2025,97,,0.0,0,,,,,
617973,Strengthening and widening of existing 2 lane road to two lane paved shoulder from km 7.750 to 26.542 & km. 32.093 to 45.786 of NH-130 on EPC mode in the state of chhattisgarh.job No. 130-CG-2017-18-348,,Chhattisgarh,MoRTH,05/2019,11/2020,,188.8,188.8,Newly Added,December_2025,97,,0.56,1.06,,,,,
618064,Up-gradation of NH-930 Sherpar to Kohka from Km.67880 to Km.114860 to 2LPS in Chhattisgarh under EPC mode,,Chhattisgarh,MoRTH,05/2022,05/2024,,278.97,278.97,Newly Added,December_2025,0,,72.07,201.05,,,,,
618078,Up-gradation of NH-130C Abhanpur to Paund from NH Km. 0000 to KM 40380 to two lane with paved shoulders in the State of Chhattisgarh on EPC mode.,,Chhattisgarh,MoRTH,03/2022,09/2023,,193.16,193.16,Newly Added,December_2025,0,,29.13,56.27,,,,,
618589,Durg-Raipur Bypass Section Package - 1 from km. 0.00 to km. 44.50 near Tendesara to near Khatti Village,,Chhattisgarh,National Highways Authority of India [NHAI],07/2023,07/2025,,1072.99,1656.73,Newly Added,December_2025,60,,32.41,537,,,,,
618590,Durg-Raipur-Arang Package - 2 from km. 44.50 to km. 92.23 near Khatti Village to near Aurang,,Chhattisgarh,National Highways Authority of India [NHAI],06/2023,05/2025,,1216.23,1561.97,Newly Added,December_2025,40,,26.04,406.66,,,,,
618673,Development of 6L of Jhanki  Sargi Section  Road from km 0.000 to km 42.800 of NH- 130CD Pkg-CG-1,,Chhattisgarh,National Highways Authority of India [NHAI],09/2022,09/2024,,1368.19,1129.14,Newly Added,December_2025,77,,54.29,613.02,,,,,
618674,Development of 6L Sargi  Basanwahi Section from km 42.800 to km 99.500 of NH- 130CD Pkg-CG-2,,Chhattisgarh,National Highways Authority of India [NHAI],01/2023,01/2025,,1470.73,1461.81,Newly Added,December_2025,92,,47.5,694.31,,,,,
618675,Development of 6L of Basanwahi  Marangpuri Section from km 99.500 to km 124.661 of NH-130-CD,,Chhattisgarh,National Highways Authority of India [NHAI],10/2023,10/2025,,1307.16,1303.63,Newly Added,December_2025,53,,28.65,373.53,,,,,
618849,Conversion of Partially Excavated Escape Tunnel to Uni-Directional 2L Tunnelincluding construction of cross passages and approach roads on either side of the tunnel from Km 12.732 to Km 14.568 of Kiratpur to Nerchowk Section of NH-21,,Chhattisgarh,National Highways Authority of India [NHAI],09/2022,03/2024,,444.21,412.88,Newly Added,December_2025,100,,95.55,394.5,,,,,
618509,Development of 6L UER II [Package - I] NH-1 Near Bakoli till Karala Kanjhawala Road from km. 0.70 to km.15.00,,Delhi,National Highways Authority of India [NHAI],10/2021,10/2023,,2089.94,2203.45,Newly Added,December_2025,99,,81.43,1794.18,,,,,
618578,6L Access Controlled Highway from DND Maharani Bagh - Jn. with Jaitpur - Pushta Road of NH-148NA from km. 0.00 to km. 9.00 in NCR,,Delhi,National Highways Authority of India [NHAI],01/2022,07/2024,,1467.44,2510.34,Newly Added,December_2025,95,,53.77,1349.78,,,,,
617942,Construction of Six lane Elevated Corridor from Km. 508.000 to Km. 513.150 including approaches on NH-66,,Goa,MoRTH,04/2024,04/2026,,641.46,641.46,Newly Added,December_2025,62,,0.0,0,,,,,
617928,"Widening 2 lane to 4-lane from KM 92/320 to Km 115/320 Vav Chokdi-Satlasana to to Vrundavan Chokdi, Kheralu on NH-58 in the State of Gujarat.",,Gujarat,MoRTH,03/2024,03/2026,,151.13,171.27,Newly Added,December_2025,78,,0.0,0,,,,,
617976,Work of development and construction of elevated corridorfrom km 38/660 to km 42/690 Iscon junction to start point of approach of sanand flyover of NH-147 in the sate of Gujarat,,Gujarat,MoRTH,06/2024,06/2026,,530.2,530.2,Newly Added,December_2025,55,,5.41,28.67,,,,,
618108,Up-gradation and strengthening to 2lanePS from Km 95/500 to km 129/775 of Nh 168G Idar-Bhiloda-Samlaji in the state of Gujarat Length  34.275 km,,Gujarat,MoRTH,12/2023,12/2025,,237.28,237.28,Newly Added,December_2025,47,,0.0,0,,,,,
618459,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-26 Ch.696890 to Ch.726390,,Gujarat,National Highways Authority of India [NHAI],12/2022,08/2024,,1555.2,1556.4,Newly Added,December_2025,72,,60.5,941.64,,,,,
618460,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-28 Ch.756052 to Ch.781282,,Gujarat,National Highways Authority of India [NHAI],11/2021,11/2023,,1263.38,1266.98,Newly Added,December_2025,96,,67.91,860.42,,,,,
618461,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-30 Ch 803420 to Ch.824920 [Baletiya Village - Junction near Pratap Nagar Village],,Gujarat,National Highways Authority of India [NHAI],09/2021,09/2023,,1800.73,1800.73,Newly Added,December_2025,99,,60.53,1090.06,,,,,
618462,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-31 Ch.824920 to Ch.844382 [Junction near Pratap nagar Village - Junction near Dodka Village],,Gujarat,National Highways Authority of India [NHAI],05/2021,05/2023,,1644.85,1651.14,Newly Added,December_2025,95,,56.13,926.73,,,,,
618463,Vadodara Mumbai Expressway Kim to Ankleshwar Phase IA - Pkg V,,Gujarat,National Highways Authority of India [NHAI],11/2019,10/2021,,1324.84,2807.48,Newly Added,December_2025,61,,43.89,1232.22,,,,,
618465,Vadodara Mumbai Expressway Gandeva to Ena Phase IB - Pkg VII [Km 190.00 to Km 217.500],,Gujarat,National Highways Authority of India [NHAI],11/2021,11/2023,,1710.3,3392.21,Newly Added,December_2025,52,,63.45,2152.35,,,,,
618501,Ahmedabad - Dholera Pkg I from km. 0.00 to km. 22.00 [Sardar Patel Ring Road - Sindhrej Village],,Gujarat,National Highways Authority of India [NHAI],01/2022,01/2024,,1298,1421.05,Newly Added,December_2025,99,,70.02,994.98,,,,,
618502,Ahmedabad - Dholera Pkg II from km. 22.00 to km. 48.52 [Sindhrej Village - Vejallka Village],,Gujarat,National Highways Authority of India [NHAI],01/2022,01/2024,,1415.34,1729.69,Newly Added,December_2025,99,,56.81,982.57,,,,,
618503,Ahmedabad - Dholera Pkg III from km. 48.52 to km. 71.06 [Vejallka Village - Start of DSIR zone],,Gujarat,National Highways Authority of India [NHAI],07/2021,07/2023,,1034.04,1155.41,Newly Added,December_2025,99,,81.56,942.31,,,,,
618504,Ahmedabad - Dholera Pkg IV from km. 71.06 to km. 109.019 [Start of DSIR zone - Adhelai Village],,Gujarat,National Highways Authority of India [NHAI],12/2021,12/2023,,1181.76,1358.73,Newly Added,December_2025,97,,88.48,1202.2,,,,,
618614,Sanchore - Santalpur from km 67.000 - km 99.000 of NH-754K AJ-RGBS-Package-3,,Gujarat,National Highways Authority of India [NHAI],08/2021,08/2023,,752.3,765.25,Newly Added,December_2025,99,,73.28,560.81,,,,,
618615,Sanchore - Santalpur from km 99.000 - km 130.073 of NH-754K AJ-RGBS-Package-4,,Gujarat,National Highways Authority of India [NHAI],03/2021,03/2023,,778.15,835.55,Newly Added,December_2025,73,,79.37,663.18,,,,,
618787,"Upgradation to 4L PS  from Bhimasar, Junction of NH-41 to Anjar- Bhuj upto Airport Junction from Km 0.000 to Km 65.478 of NH-341",,Gujarat,National Highways Authority of India [NHAI],01/2023,06/2025,,1373.06,1687.25,Newly Added,December_2025,90,,43.16,728.15,,,,,
618833,Kodinar - Veraval Package VI from km. 221.610 to km. 263.00 of NH-8E & km. 120.900 to km. 121.150 of NH-8D,,Gujarat,National Highways Authority of India [NHAI],02/2018,07/2020,,894.01,1127.42,Newly Added,December_2025,98,,38.98,439.5,,,,,
618834,4L Kodinar - Veraval Package VI from km. 222.400 to km. 230.00 Kodinar Bypass of NH-8E NH 51 new,,Gujarat,National Highways Authority of India [NHAI],04/2022,09/2023,,162.73,192.01,Newly Added,December_2025,100,,84.37,162,,,,,
618835,4L of Bal Works of Talaja - Mahuva from 54.990 km. to 100.450 km. of Old NH-8E Package-II,,Gujarat,National Highways Authority of India [NHAI],03/2021,09/2022,,698.4,735.51,Newly Added,December_2025,100,,56.87,418.26,,,,,
618484,Delhi-Amritsar-Katra Expressway Phase-I Pkg-III from Junction with Jind-Panipat road NH-352A near Gangana village to Junction with Jind-Karnal road NH-709A near Alewa village Km 60800 to Km 91400,,Haryana,National Highways Authority of India [NHAI],12/2021,12/2023,,1606.27,1813.91,Newly Added,December_2025,79,,34.82,631.62,,,,,
618485,Delhi-Amritsar-Katra Expressway Phase-I Pkg-IV from Junction with Jind-Karnal road NH-709A near Alewa village to Junction with Ambala-Kaithal-Hissar road NH-152 near Kharak Pandwa village Km 91400 to Km 120250,,Haryana,National Highways Authority of India [NHAI],12/2021,12/2023,,1306.95,1578.66,Newly Added,December_2025,76,,35.68,563.2,,,,,
618580,Gohana - Sonipat PKG-2,,Haryana,National Highways Authority of India [NHAI],07/2020,07/2022,,1275.31,1957.44,Newly Added,December_2025,80,,23.39,457.89,,,,,
618936,Jagadhari - Tajewala from Km -0.175 to 32.337 km of NH-344,,Haryana,National Highways Authority of India [NHAI],02/2023,02/2025,,1269.5,919.43,Newly Added,December_2025,53,,66.41,610.57,,,,,
618050,Rehabilitation and Upgradation to 2-lane/Intermediate lane configuration of Ashyari- Shri Kyari Section   km 50.000 to km 75.000    of  NH-707 in the state of Himachal Pradesh under Green National Highways Corridor Project   GNHCP    with the loan assistance of World Bank on EPC mode.,,Himachal Pradesh,MoRTH,09/2021,09/2023,,345.89,359.56,Newly Added,December_2025,0,,40.78,146.64,,,,,
618051,Rehabilitation and Upgrading of NH-707 OLD 72-B Package - 2 Hewna to Ashyari,,Himachal Pradesh,MoRTH,03/2021,03/2023,,242.8,220.95,Newly Added,December_2025,98,,33.89,74.87,,,,,
618216,"Improvement/construction of existing CL-5 Road to NH Intermediate lane specification with hard shoulder from Km 133.000 to 166.000 net Length 33.000 kms of NH-505 Sumdo-Kaza-Gramphoo road  in the state of Himachal Pradesh on EPC mode under project Deepak, BRO",,Himachal Pradesh,MoRTH,07/2023,06/2026,,230.55,203.15,Newly Added,December_2025,0,,20.87,42.4,,,,,
618217,Improvement/construction of existing Class-5 Road to NH Intermediate lane specification with hard shoulder from existing Km 76/340 to 134/940 Design chainage from Km 76/300 to 133/000 net Length 56.700 kms of NH-505 Sumdo-Kaza- Gramphoo road  in the state of Himachal Pradesh Package I,,Himachal Pradesh,MoRTH,05/2023,05/2026,,314.67,244.15,Newly Added,December_2025,0,,31.53,76.97,,,,,
618230,Rehabilitation and Upgradation to 2-lane configuration of Kalwahn-Mandi Section km 208.950 to 250.592 of NH-70 in the State of Himachal Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode.Package-3,,Himachal Pradesh,MoRTH,10/2022,04/2025,,314.32,314.32,Newly Added,December_2025,0,,0.0,0,,,,,
618231,Rehabilitation and Upgradation to 2-lane configuration of Hamirpur-Karnohal Section km 141.00 to 181.00 of NH-70 in the State of Himachal Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode.Package-1,,Himachal Pradesh,MoRTH,06/2022,12/2024,,371.93,371.93,Newly Added,December_2025,0,,49.81,185.24,,,,,
618850,Nerchowk km 190.000 to Pandoh including Pandoh bypass  km221.305,,Himachal Pradesh,National Highways Authority of India [NHAI],01/2018,07/2020,,1464.12,1651.67,Newly Added,December_2025,99,,50.69,837.27,,,,,
618852,4L  Sundar Nagar Bypass from  Km.173.900 to Km.179.600 of NH-21,,Himachal Pradesh,National Highways Authority of India [NHAI],06/2022,06/2024,,191.11,192.11,Newly Added,December_2025,100,,94.36,181.27,,,,,
618878,Rehabilitation and Upgradation to 4L configuration & Strengthening of Sihuni to Rajol from Km 51.000 to Km 72.000 of NH-154 Package-IIA,,Himachal Pradesh,National Highways Authority of India [NHAI],09/2023,09/2025,,696.65,776.59,Newly Added,December_2025,82,,37.1,288.14,,,,,
618888,Rehabilitation and Up-gradation of existing road to 2L PS from End of Hamirpur Bypass near Chilbahal to Bhangbar section from Km. 138.295 to Km.175.270 of NH- 88 Pkg-IV,,Himachal Pradesh,National Highways Authority of India [NHAI],04/2023,04/2025,,1146.19,1358.62,Newly Added,December_2025,84,,19.91,270.47,,,,,
618889,"4L of Bhangbar Near Ranital to Kangra Bypass Section of Old NH-88 New NH- 303,503 up to Intersection with NH-154 from Km 175.270 to Km 193.400 Pkg-VB",,Himachal Pradesh,National Highways Authority of India [NHAI],12/2022,12/2024,,1322.95,1829.49,Newly Added,December_2025,96,,40.4,739.17,,,,,
618890,2L PS of Hamirpur Bypass from Km 121.175 to Km.138.295 of NH-103&3,,Himachal Pradesh,National Highways Authority of India [NHAI],10/2023,10/2025,,739.39,754.82,Newly Added,December_2025,91,,30.61,231.02,,,,,
618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I,,Himachal Pradesh,National Highways Authority of India [NHAI],04/2023,04/2026,,1703.48,2648.8,Newly Added,December_2025,49,,28.4,752.37,,,,,
618394,Up-gradation to 2-lane with Paved Shoulder from Km 12.850 to Km20.300 of 7.450Km length on Goha-Khellani section and a link road to Goha village of 2.016 km on NH- 244  in UT of Jammu and Kashmir on EPC Mode Pkg-1,,Jammu and Kashmir,NHIDCL,10/2020,04/2022,,228.39,225.37,Newly Added,December_2025,90,,70.8,159.56,,,,,
618395,"Construction & Upgradation to 2-lane with paved shoulder from Design Ch. Km 51700 at Premnagar km 66315 to Km 66535 New Thatri at Start of Km 83rd, Tunnel Km 82665 of 14.835 Km design length on Chenani-Sudhmahadev-Goha Khellani- Kishtwar-Vailoo Donipawa-Ashajipora section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg - 2",,Jammu and Kashmir,NHIDCL,08/2021,03/2023,,512.43,512.43,Newly Added,December_2025,0,,0.0,0,,,,,
618396,Construction & Upgradation to 2 lane with paved shoulder from Design Km. 31.449 Khellani Ex. Km 44.946 to Km 51.700 Prem Nagar Ex. Km 68617 of 20.251 Km length on Khellani - Kishtwar - Chattroo section of NH-244 in the UT of J&K on EPC Mode under NHO-Gen PKG- 1,,Jammu and Kashmir,NHIDCL,03/2021,09/2021,,486.45,486.45,Newly Added,December_2025,0,,0.0,0,,,,,
618398,Up-gradation to 2-lane with Paved Shoulder from Km 20.300  to Km 29.030 of 8.730 Km length on Goha-Khellani section on NH-244 in UT of Jammu and Kashmir on EPC Mode Package II,,Jammu and Kashmir,NHIDCL,10/2020,04/2022,,210.79,210.79,Newly Added,December_2025,94,,81.73,172.27,,,,,
618399,Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot  of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT of Jammu and Kashmir on EPC Mode Pkg-4,,Jammu and Kashmir,NHIDCL,08/2021,08/2023,,859.67,859.67,Newly Added,December_2025,0,,0.0,0,,,,,
618400,Construction & Upgradation to 2-lane with paved shoulder from Design Km 67.805 at the end of Km 83rd Tunnel near Dhrabshalla Ex. Km 83905 to Km 80.675 start of Kishtwar Bypass - Dulhasti Ex. Km 970751 of 12.870 Km length on chenani- Sudhmahadev-Goha Khellani-Kishtwar-vailoo-Donipawa-Ashajipora seition of NH-244 in the UT of J&K on EPC Mode under NHO-Gen Pkg-3,,Jammu and Kashmir,NHIDCL,07/2021,12/2022,,398.51,398.51,Newly Added,December_2025,0,,0.0,0,,,,,
618406,Up-gradation to 4-lane with Paved Shoulder of Jammu-Akhnoor road section of NH- 144A from Ganesh Vihar Km 6.000 to Khati Chowk Km 26.350 in UT of Jammu and Kashmir on EPC basis Pkg-3A,,Jammu and Kashmir,NHIDCL,07/2019,07/2021,,322.49,322.49,Newly Added,December_2025,0,,0.0,0,,,,,
618407,Jammu-Akhnoor Road Pkg-I,,Jammu and Kashmir,NHIDCL,01/2023,01/2025,,245.3,245.3,Newly Added,December_2025,0,,0.0,0,,,,,
618494,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XV [Junction with Hiranagar Road near village Gurha Baildaran to Junction with Jammu Ring Road NH-244A near Jakh village from Km 468100 to Km 503250],,Jammu and Kashmir,National Highways Authority of India [NHAI],09/2022,09/2024,,2714.95,3716.56,Newly Added,December_2025,88,,43.12,1602.61,,,,,
618495,4/6L Access Control Expressway from Design Chainage Km 515.000 to 528.300 Kunjwani to Sidhra Section of NH-44 and from Design Chainage Km 550.900 to Km 566.520 Domel to Katra Section Phase II-Package XVII,,Jammu and Kashmir,National Highways Authority of India [NHAI],06/2023,06/2025,,2894.74,2894.74,Newly Added,December_2025,53,,23.59,682.85,,,,,
618496,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XVI Existing Jakh Vijaypur-Kunjwani section of NH-44 including spur Connectivity to Jammu Airport  NH-144A [Km 503500 to km 514500],,Jammu and Kashmir,National Highways Authority of India [NHAI],09/2022,09/2024,,1821.72,2522.56,Newly Added,December_2025,92,,44.41,1120.3,,,,,
