project_id,sector,state,implementing_agency,approved_cost,planned_duration_months,is_overrun,overrun_pct
615185,,Madhya Pradesh,Western Coalfields Limited [WCL],399.2,54.0,0,0.0
615186,,Maharashtra,Western Coalfields Limited [WCL],319.04,67.0,0,0.0
615187,,Madhya Pradesh,Western Coalfields Limited [WCL],220.62,76.0,0,0.0
615188,,Maharashtra,Western Coalfields Limited [WCL],402.27,54.0,0,0.0
615189,,Maharashtra,Western Coalfields Limited [WCL],361.87,45.0,0,0.0
615190,,Maharashtra,Western Coalfields Limited [WCL],335.75,82.0,0,0.0
615191,,Chhattisgarh,South Eastern Coalfields Limited [SECL],329.21,74.0,0,0.0
615192,,Maharashtra,Western Coalfields Limited [WCL],309.58,59.0,0,0.0
615193,,Odisha,Mahanadi Coalfields Limited (MCL,479.15,58.0,0,0.0
615194,,Madhya Pradesh,Western Coalfields Limited [WCL],206.88,98.0,0,0.0
615195,,Madhya Pradesh,Western Coalfields Limited [WCL],166.25,54.0,0,0.0
615199,,Maharashtra,Western Coalfields Limited [WCL],198.71,42.0,0,0.0
615202,,Chhattisgarh,National Mineral Development Corporation Limited [NMDC],1756.2,-9.0,0,0.0
615206,,Madhya Pradesh,Western Coalfields Limited [WCL],414.15,79.0,0,0.0
615327,,Tamil Nadu,NLC India Limited [NLCIL],218.03,6.0,0,0.0
615330,,Maharashtra,Western Coalfields Limited [WCL],360.81,75.0,0,0.0
615331,,Maharashtra,Western Coalfields Limited [WCL],497.41,77.0,0,0.0
615332,,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],3279.0,24.0,0,0.0
615333,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
615334,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
615335,,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],1382.0,24.0,0,0.0
615336,,(-) (-),Power Grid Corporation of India Limited [POWERGRID],284.0,16.0,0,0.0
615337,,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],369.0,18.0,0,0.0
615338,,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],2735.0,24.0,0,0.0
615339,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
615340,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
615342,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],329.0,21.0,0,0.0
615343,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],501.0,24.0,0,0.0
615344,,Madhya Pradesh,Power Grid Corporation of India Limited [POWERGRID],3674.0,24.0,0,0.0
615345,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],4766.0,24.0,0,0.0
615346,,Madhya Pradesh,Power Grid Corporation of India Limited [POWERGRID],2708.0,24.0,0,0.0
615347,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
615349,,Jharkhand,Ministry of Coal,230.41,88.0,0,0.0
615818,,Telangana,Singareni Collieries Company Limited [SCCL],297.88,24.0,0,0.0
615820,,Assam,MIS MoCoal Integration Logins,159.77,108.0,0,0.0
615821,,Assam,MIS MoCoal Integration Logins,289.46,96.0,0,0.0
615822,,Jharkhand,Ministry of Coal,222.82,94.0,0,0.0
615843,,Jharkhand,Ministry of Coal,243.52,24.0,0,0.0
615857,,Odisha,Singareni Collieries Company Limited [SCCL],494.3,72.0,0,0.0
615858,,Telangana,Singareni Collieries Company Limited [SCCL],384.32,106.0,0,0.0
615859,,Telangana,Singareni Collieries Company Limited [SCCL],413.84,106.0,0,0.0
615860,,Telangana,Singareni Collieries Company Limited [SCCL],607.04,12.0,0,0.0
615861,,Telangana,Singareni Collieries Company Limited [SCCL],424.81,12.0,0,0.0
615862,,Telangana,Singareni Collieries Company Limited [SCCL],345.6,55.0,0,0.0
615863,,Telangana,Singareni Collieries Company Limited [SCCL],484.5,69.0,0,0.0
615864,,Telangana,Singareni Collieries Company Limited [SCCL],489.62,129.0,0,0.0
615865,,Telangana,Singareni Collieries Company Limited [SCCL],442.42,12.0,0,0.0
615914,,Maharashtra,Western Coalfields Limited [WCL],184.71,96.0,0,0.0
615915,,(-) (-),CAO/C/SER,244.99,27.0,0,0.0
615916,,Maharashtra,Western Coalfields Limited [WCL],1225.21,71.0,0,0.0
615917,,Maharashtra,Western Coalfields Limited [WCL],973.07,69.0,0,0.0
615918,,Maharashtra,Western Coalfields Limited [WCL],405.2,66.0,0,0.0
615919,,Maharashtra,Western Coalfields Limited [WCL],1024.91,69.0,0,0.0
615982,,Maharashtra,Western Coalfields Limited [WCL],319.75,48.0,0,0.0
616044,,Maharashtra,Western Coalfields Limited [WCL],237.06,60.0,0,0.0
616050,,Maharashtra,Western Coalfields Limited [WCL],235.9,24.0,0,0.0
616221,,(-) (-),Noida Metro Rail Corporation Ltd. [NMRCL],2254.35,48.0,0,0.0
616223,,Maharashtra,Western Coalfields Limited [WCL],316.0,24.0,0,0.0
616225,,Jharkhand,Eastern Coal Fields Limited [ECL],979.08,159.0,0,0.0
616226,,Odisha,Mahanadi Coalfields Limited (MCL,3563.5,119.0,0,0.0
616227,,Multi-States,CAO/C/SER,,,0,
616229,,Maharashtra,Western Coalfields Limited [WCL],668.54,66.0,0,0.0
616230,,West Bengal,Eastern Coal Fields Limited [ECL],1193.55,148.0,0,0.0
616231,,Odisha,Mahanadi Coalfields Limited (MCL,5366.27,108.0,0,0.0
616232,,Odisha,Mahanadi Coalfields Limited (MCL,1561.85,76.0,0,0.0
616233,,Odisha,Mahanadi Coalfields Limited (MCL,978.44,83.0,0,0.0
616234,,Chhattisgarh,South Eastern Coalfields Limited [SECL],1725.04,125.0,0,0.0
616235,,Andhra Pradesh,Ministry of Petroleum & Natural Gas,240.0,0.0,0,0.0
616236,,Jharkhand,CCL - CIL,414.37,109.0,0,0.0
616253,,Jharkhand,Ministry of Coal,5850.83,60.0,0,0.0
616254,,Multi-States,Ministry of Petroleum and Natural Gas,,,0,
616586,,Odisha,CAO/C/SER,2269.49,51.0,0,0.0
616587,,Odisha,CAO/C/SER,1875.72,51.0,0,0.0
616588,,Multi-States,South Eastern Railway [SER] - I,,,0,
616594,,Uttar Pradesh,National Mission for Clean Ganga,842.25,8.0,0,0.0
616600,,Bihar,National Mission for Clean Ganga,413.29,10.0,0,0.0
616604,,West Bengal,National Mission for Clean Ganga,154.73,9.0,0,0.0
616605,,Uttar Pradesh,National Mission for Clean Ganga,690.71,29.0,0,0.0
616611,,Bihar,National Mission for Clean Ganga,824.0,77.0,0,0.0
616612,,Bihar,National Mission for Clean Ganga,578.89,77.0,0,0.0
616615,,Bihar,National Mission for Clean Ganga,230.06,8.0,0,0.0
616616,,Bihar,National Mission for Clean Ganga,305.19,6.0,0,0.0
616670,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
616671,,Tamil Nadu,Power Grid Corporation of India Limited [POWERGRID],548.0,0.0,0,0.0
616672,,Karnataka,Power Grid Corporation of India Limited [POWERGRID],1354.0,29.0,0,0.0
616691,,Maharashtra,Employee's State Insurance Company [ESIC],260.13,194.0,0,0.0
616694,,Odisha,East Coast Railway [ECoR] - II,200.77,33.0,0,0.0
616695,,Odisha,East Coast Railway [ECoR] - II,300.15,43.0,0,0.0
616696,,Rajasthan,North Western Railway [NWR],254.06,48.0,0,0.0
616697,,Andhra Pradesh,East Coast Railway [ECoR] - II,154.28,27.0,0,0.0
616699,,Multi-States,East Central Railway [ECR] - I,12333.57,55.0,0,0.0
616701,,Multi-States,Northeast Frontier Railway [NFR],2123.7,34.0,0,0.0
616702,,Multi-States,Indian Railways,,,0,
616839,,(-) (-),Indian Railway,1165.89,44.0,0,0.0
616840,,Rajasthan,North Western Railway [NWR],947.0,49.0,0,0.0
616841,,Rajasthan,North Western Railway [NWR],799.64,34.0,0,0.0
616842,,Multi-States,North Western Railway [NWR],,,0,
616843,,Rajasthan,North Western Railway [NWR],1634.79,40.0,0,0.0
616856,,Telangana,South Central Railway [SCR] - II,770.12,48.0,0,0.0
616857,,Multi-States,South Central Railway [SCR] - II,,,0,
616858,,Assam,Ministry of Petroleum & Natural Gas,430.76,21.0,0,0.0
616879,,Karnataka,Ministry of Petroleum & Natural Gas,364.0,0.0,0,0.0
616886,,Delhi,Delhi University,373.0,21.0,0,0.0
616933,,Maharashtra,Ministry of Petroleum and Natural Gas,4679.0,0.0,0,0.0
616950,,Offshore,Ministry of Petroleum & Natural Gas,1486.4,0.0,0,0.0
616983,,(-) (-),Ministry of Railways-,467.58,47.0,0,0.0
617068,,Karnataka,Power Grid Corporation of India Limited [POWERGRID],288.0,28.0,0,0.0
617069,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],466.0,24.0,0,0.0
617179,,Jammu and,Power Grid Corporation of India Limited [POWERGRID],218.6,24.0,0,0.0
617181,,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],404.0,21.0,0,0.0
617182,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],172.0,24.0,0,0.0
617183,,Andhra Pradesh,Power Grid Corporation of India Limited [POWERGRID],2886.0,33.0,0,0.0
617184,,Karnataka,Power Grid Corporation of India Limited [POWERGRID],3453.0,30.0,0,0.0
617185,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
617186,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
617188,,Chhattisgarh,National Thermal Power Corporation [NTPC],9791.0,60.0,0,0.0
617200,,Chhattisgarh,CAO/C/SECR,7853.84,71.0,0,0.0
617201,,Maharashtra,South East Central Railway,4373.04,60.0,0,0.0
617206,,"Multi-States (Delhi,",Delhi Metro Rail Corporation Limited [DMRC],6230.99,48.0,0,0.0
617207,,Delhi,Delhi Metro Rail Corporation Limited [DMRC],8399.81,60.0,0,0.0
617210,,Andhra Pradesh,South Central Railway [SCR] - II,1215.56,47.0,0,0.0
617211,,Multi-States,South Central Railway [SCR] - II,,,0,
617212,,Multi-States,South Central Railway [SCR] - II,,,0,
617213,,Uttar Pradesh,Northern Railways,2464.46,48.0,0,0.0
617214,,Multi-States,South Central Railway [SCR] - II,,,0,
617215,,Maharashtra,South Central Railway [SCR] - II,769.93,51.0,0,0.0
617216,,Andhra Pradesh,South Central Railway [SCR] - II,877.34,29.0,0,0.0
617221,,Punjab,Central University of Punjab,210.99,30.0,0,0.0
617224,,Multi-States,NER,,,0,
617225,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],910.18,39.0,0,0.0
617226,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],2954.53,54.0,0,0.0
617231,,Bihar,East Central Railway [ECR] - I,611.74,48.0,0,0.0
617233,,Maharashtra,Western Coalfields Limited [WCL],379.3,62.0,0,0.0
617239,,(-) (-),East Central Railway [ECR] - I,4079.95,48.0,0,0.0
617240,,Multi-States,Eastern Railway [ER] - II ,,,0,
617242,,West Bengal,Steel Authority of India Limited [SAIL],2115.44,32.0,0,0.0
617243,,Chhattisgarh,Steel Authority of India Limited [SAIL],198.62,23.0,0,0.0
617245,,"Multi-States (Bihar, West",Northeast Frontier Railway [NFR],,,0,
617246,,West Bengal,Steel Authority of India Limited [SAIL],758.09,20.0,0,0.0
617248,,West Bengal,Steel Authority of India Limited [SAIL],227.96,19.0,0,0.0
617249,,Jharkhand,Steel Authority of India Limited [SAIL],211.94,23.0,0,0.0
617250,,Jharkhand,Steel Authority of India Limited [SAIL],207.13,20.0,0,0.0
617251,,West Bengal,Steel Authority of India Limited [SAIL],196.4,17.0,0,0.0
617252,,Uttar Pradesh,Construction NER,958.27,52.0,0,0.0
617253,,Jharkhand,Steel Authority of India Limited [SAIL],513.82,4.0,0,0.0
617254,,Jharkhand,Steel Authority of India Limited [SAIL],260.37,26.0,0,0.0
617255,,Chhattisgarh,Steel Authority of India Limited [SAIL],471.83,30.0,0,0.0
617256,,Chhattisgarh,Steel Authority of India Limited [SAIL],884.1,21.0,0,0.0
617257,,Jharkhand,Steel Authority of India Limited [SAIL],627.31,35.0,0,0.0
617269,,Uttar Pradesh,Power Grid Corporation of India Limited [POWERGRID],212.81,18.0,0,0.0
617270,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
617271,,Multi-States,Power Grid Corporation of India Limited [POWERGRID],,,0,
617272,,Haryana,Power Grid Corporation of India Limited [POWERGRID],370.0,30.0,0,0.0
617278,,Maharashtra,Western Coalfields Limited [WCL],630.37,61.0,0,0.0
617279,,Madhya Pradesh,Power Grid Corporation of India Limited [POWERGRID],558.0,30.0,0,0.0
617280,,West Bengal,Central Public Works Department (CPWD,255.37,78.0,0,0.0
617282,,Delhi,Central Public Works Department [CPWD],646.52,3.0,0,0.0
617284,,Uttar Pradesh,North Central Railway,1423.96,38.0,0,0.0
617287,,Chhattisgarh,SECL - CIL,4516.88,64.0,0,0.0
617288,,Chhattisgarh,South Eastern Coalfields Limited [SECL],382.61,50.0,0,0.0
617290,,Odisha,Indian Railways,2343.64,154.0,0,0.0
617299,,Gujarat,NLC India Limited [NLCIL],383.84,7.0,0,0.0
617302,,West Bengal,Ministry of Petroleum & Natural Gas,2493.15,60.0,0,0.0
617303,,Bihar,Ministry of Petroleum & Natural Gas,163.0,0.0,0,0.0
617304,,Bihar,MinistryofPetroleumNaturalGas,340.15,0.0,0,0.0
617320,,Odisha,Indian Railway and Govt of Odisha,747.91,36.0,0,0.0
617321,,Offshore,Ministry of Railways,150000.0,120.0,0,0.0
617322,,West Bengal,Eastern Railway [ER] - I,350.46,0.0,0,0.0
617326,,Jharkhand,Power Grid Corporation of India Limited [POWERGRID],1842.25,169.0,0,0.0
617327,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],12200.1,60.0,0,0.0
617333,,Uttar Pradesh,East Central Railway [ECR] - I,199.96,33.0,0,0.0
617338,,01/2025,Steel Authority of India Limited [SAIL],2518.39,41.0,0,0.0
617345,,West Bengal,South Eastern Railway - JH,226.87,22.0,0,0.0
617361,,Maharashtra,Central Railway (CR) - II,362.81,41.0,0,0.0
617364,,Maharashtra,Central Railway (CR) - II,338.33,42.0,0,0.0
617370,,Uttar Pradesh,M/S SRC company Infra Private Limited,180.66,23.0,0,0.0
617372,,Jharkhand,East Central Railway [ECR] - I,349.22,37.0,0,0.0
617373,,Bihar,East Central Railway [ECR] - I,588.18,48.0,0,0.0
617374,,Chhattisgarh,Rail Vikas Nigam Limited,1516.45,184.0,0,0.0
617375,,Arunachal Pradesh,Power Grid Corporation of India Limited [POWERGRID],209.38,30.0,0,0.0
617379,,Delhi,Northern Railways,446.21,84.0,0,0.0
617390,,"Multi-States (Chhattisgarh,",SECR,,,0,
617391,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],488.29,21.0,0,0.0
617403,,Rajasthan,North Western Railway [NWR],468.64,29.0,0,0.0
617404,,Rajasthan,North Western Railway [NWR],189.21,35.0,0,0.0
617405,,Gujarat,Adani Transmission Limited,4000.0,24.0,0,0.0
617406,,Multi-States (Madhya,North Western Railway [NWR],,,0,
617408,,Rajasthan,North Western Railway [NWR],166.33,35.0,0,0.0
617409,,Telangana,South Central Railway [SCR] - II,521.36,46.0,0,0.0
617412,,Telangana,Central Public Works Department - CPWD,644.0,34.0,0,0.0
617413,,"Multi-States (Andhra Pradesh,",Department of Telecommunications [DoT],,,0,
617416,,Jharkhand,Bharat Coking Coal Limited (BCCL,5940.47,41.0,0,0.0
617422,,Maharashtra,Department of Water Resources-MH,1923.81,126.0,0,0.0
617727,,(-) (-),NICDC,2786.0,36.0,0,0.0
617729,,(-) (-),NICDC,2136.0,36.0,0,0.0
617730,,Gujarat,NLC India Limited [NLCIL],3335.85,24.0,0,0.0
617764,,(-) (-),NLC India Limited [NLCIL],1354.2,63.0,0,0.0
617801,,Gujarat,Power Grid Corporation of India Limited [POWERGRID],581.74,21.0,0,0.0
617802,,Madhya Pradesh,Power Grid Corporation of India Limited [POWERGRID],319.0,29.0,0,0.0
617803,,Karnataka,Power Grid Corporation of India Limited [POWERGRID],379.0,24.0,0,0.0
617804,,Karnataka,New Mangalore Port Authority,153.23,33.0,0,0.0
617806,,"Multi-States (Andhra Pradesh,",Sterlite Power,,,0,
617807,,"Multi-States (Bihar, Uttar",Power Grid Corporation of India Limited [POWERGRID],,,0,
617808,,"Multi-States (Karnataka,",Power Grid Corporation of India Limited [POWERGRID],,,0,
617818,,Odisha,Ministry of Petroleum & Natural Gas,514.91,96.0,0,0.0
617819,,Chhattisgarh,Ministry of Petroleum & Natural Gas,557.04,96.0,0,0.0
617822,,Telangana,MinistryofPetroleumNaturalGas,215.0,30.0,0,0.0
617824,,Bihar,East Central Railway (ECR) - II,2017.38,48.0,0,0.0
617827,,Assam,Ministry of Petroleum & Natural Gas,680.0,60.0,0,0.0
617828,,West Bengal,Indian Oil Corporation Limited (IOCL,267.0,54.0,0,0.0
617829,,Mizoram,Ministry of Petroleum & Natural Gas,225.71,40.0,0,0.0
617830,,Madhya Pradesh,Ministry of Petroleum & Natural Gas,1792.0,32.0,0,0.0
617832,,Jharkhand,East Central Railway [ECR] - I,2887.11,54.0,0,0.0
617836,,Assam,Ministry of Petroleum & Natural Gas,635.28,36.0,0,0.0
617837,,West Bengal,Ministry of Petroleum & Natural Gas,484.0,49.0,0,0.0
617838,,Kerala,Ministry of Petroleum & Natural Gas,1130.0,47.0,0,0.0
617839,,Gujarat,Ministry of Petroleum & Natural Gas,356.86,38.0,0,0.0
617877,,Chhattisgarh,"Indian Institute of Technology, Bhilai",1188.97,40.0,0,0.0
617878,,Kerala,INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD,1527.0,33.0,0,0.0
617880,,(-) (-),Western Railway [WR] - II,2526.47,36.0,0,0.0
617882,,Delhi,PMSSY AND Institute of NATIONAL Importance,358.19,12.0,0,0.0
617883,,Delhi,PMSSY AND Institute of NATIONAL Importance,4441.0,60.0,0,0.0
617885,,Meghalaya,MoRTH,302.88,18.0,0,0.0
617886,,Nagaland,MoRTH,252.2,24.0,0,0.0
617887,,Rajasthan,MoRTH,379.23,24.0,0,0.0
617888,,Uttarakhand,MoRTH,192.54,12.0,0,0.0
617889,,Uttarakhand,MoRTH,192.22,12.0,0,0.0
617890,,Uttarakhand,MoRTH,220.89,23.0,0,0.0
617891,,Rajasthan,MoRTH,186.29,18.0,0,0.0
617892,,Arunachal Pradesh,MoRTH,450.65,36.0,0,0.0
617893,,West Bengal,MoRTH,304.83,30.0,0,0.0
617894,,West Bengal,MoRTH,410.83,24.0,0,0.0
617895,,Assam,MoRTH,535.03,24.0,0,0.0
617896,,Assam,MoRTH,421.15,18.0,0,0.0
617897,,Bihar,MoRTH,295.24,24.0,0,0.0
617898,,Odisha,MoRTH,199.5,30.0,0,0.0
617899,,Odisha,MoRTH,636.1,24.0,0,0.0
617900,,Rajasthan,MoRTH,150.11,24.0,0,0.0
617901,,Rajasthan,MoRTH,194.88,24.0,0,0.0
617902,,Odisha,MoRTH,168.95,24.0,0,0.0
617904,,Odisha,MoRTH,238.78,30.0,0,0.0
617905,,Odisha,MoRTH,324.09,24.0,0,0.0
617906,,Gujarat,MoRTH,246.6,35.0,0,0.0
617907,,Andhra Pradesh,MoRTH,436.09,24.0,0,0.0
617908,,Chhattisgarh,MoRTH,161.96,24.0,0,0.0
617909,,Madhya Pradesh,MoRTH,648.05,24.0,0,0.0
617911,,Madhya Pradesh,MoRTH,511.83,23.0,0,0.0
617912,,Maharashtra,MoRTH,619.55,24.0,0,0.0
617913,,Telangana,MoRTH,283.15,24.0,0,0.0
617914,,Madhya Pradesh,MoRTH,241.23,23.0,0,0.0
617915,,Madhya Pradesh,MoRTH,329.14,24.0,0,0.0
617916,,Gujarat,MoRTH,1295.39,30.0,0,0.0
617917,,Maharashtra,MoRTH,478.83,24.0,0,0.0
617918,,Odisha,MoRTH,174.21,18.0,0,0.0
617919,,Chhattisgarh,MoRTH,349.03,24.0,0,0.0
617920,,Odisha,MoRTH,511.54,24.0,0,0.0
617921,,Odisha,MoRTH,499.79,24.0,0,0.0
617922,,Odisha,MoRTH,587.1,30.0,0,0.0
617923,,Odisha,MoRTH,155.97,24.0,0,0.0
617924,,Odisha,MoRTH,300.33,23.0,0,0.0
617925,,Odisha,MoRTH,157.49,18.0,0,0.0
617926,,Gujarat,MoRTH,398.4,24.0,0,0.0
617927,,Gujarat,MoRTH,699.19,11.0,0,0.0
617928,,Gujarat,MoRTH,151.13,24.0,0,0.0
617929,,Uttarakhand,MoRTH,247.41,24.0,0,0.0
617930,,Odisha,MoRTH,196.94,24.0,0,0.0
617931,,West Bengal,MoRTH,155.87,24.0,0,0.0
617932,,Maharashtra,MoRTH,496.64,15.0,0,0.0
617933,,Maharashtra,MoRTH,984.07,29.0,0,0.0
617934,,Maharashtra,MoRTH,406.54,24.0,0,0.0
617935,,Karnataka,MoRTH,298.0,36.0,0,0.0
617936,,Telangana,MoRTH,253.99,24.0,0,0.0
617937,,(-) (-),MoRTH,809.77,24.0,0,0.0
617939,,Telangana,MoRTH,1297.75,24.0,0,0.0
617940,,Telangana,MoRTH,545.11,24.0,0,0.0
617941,,Goa,MoRTH,398.25,24.0,0,0.0
617942,,Goa,MoRTH,641.46,24.0,0,0.0
617943,,(-) (-),MoRTH,746.75,30.0,0,0.0
617944,,Maharashtra,MoRTH,680.43,30.0,0,0.0
617945,,Maharashtra,MoRTH,354.21,18.0,0,0.0
617946,,Maharashtra,MoRTH,1142.62,24.0,0,0.0
617947,,Maharashtra,MoRTH,1006.99,24.0,0,0.0
617948,,Maharashtra,MoRTH,1117.75,24.0,0,0.0
617949,,Andhra Pradesh,MoRTH,159.66,24.0,0,0.0
617950,,Karnataka,MoRTH,204.42,18.0,0,0.0
617951,,(-) (-),MoRTH,314.55,18.0,0,0.0
617954,,Karnataka,MoRTH,398.48,24.0,0,0.0
617955,,Karnataka,MoRTH,718.52,24.0,0,0.0
617957,,Uttar Pradesh,MoRTH,274.06,18.0,0,0.0
617958,,Bihar,MoRTH,566.1,24.0,0,0.0
617959,,Bihar,MoRTH,477.54,23.0,0,0.0
617960,,West Bengal,MoRTH,271.17,24.0,0,0.0
617961,,Bihar,MoRTH,1408.85,36.0,0,0.0
617962,,Tamil Nadu,MoRTH,238.97,23.0,0,0.0
617963,,Uttar Pradesh,MoRTH,296.02,24.0,0,0.0
617964,,Uttar Pradesh,MoRTH,309.63,24.0,0,0.0
617965,,Maharashtra,MoRTH,195.38,18.0,0,0.0
617966,,Bihar,MoRTH,780.77,36.0,0,0.0
617967,,Uttarakhand,MoRTH,251.88,30.0,0,0.0
617968,,Uttarakhand,MoRTH,418.89,24.0,0,0.0
617969,,Bihar,MoRTH,201.08,24.0,0,0.0
617970,,Uttarakhand,MoRTH,282.08,24.0,0,0.0
617971,,Chhattisgarh,MoRTH,322.4,24.0,0,0.0
617972,,Chhattisgarh,MoRTH,200.67,18.0,0,0.0
617973,,Chhattisgarh,MoRTH,188.8,18.0,0,0.0
617974,,Uttarakhand,MoRTH,344.73,30.0,0,0.0
617975,,Uttarakhand,MoRTH,237.79,24.0,0,0.0
617976,,Gujarat,MoRTH,530.2,24.0,0,0.0
617977,,Gujarat,MoRTH,211.28,24.0,0,0.0
617978,,Maharashtra,MoRTH,631.76,24.0,0,0.0
617979,,Maharashtra,MoRTH,533.76,24.0,0,0.0
617980,,Telangana,MoRTH,626.76,24.0,0,0.0
617981,,Telangana,MoRTH,359.0,24.0,0,0.0
617982,,Telangana,MoRTH,230.03,17.0,0,0.0
617983,,Telangana,MoRTH,317.19,24.0,0,0.0
617984,,Andhra Pradesh,MoRTH,317.22,24.0,0,0.0
617985,,Andhra Pradesh,MoRTH,529.54,24.0,0,0.0
617986,,Andhra Pradesh,MoRTH,292.63,24.0,0,0.0
617987,,Andhra Pradesh,MoRTH,691.81,24.0,0,0.0
617988,,Andhra Pradesh,MoRTH,776.17,24.0,0,0.0
617989,,Karnataka,MoRTH,157.32,30.0,0,0.0
617990,,Andhra Pradesh,MoRTH,242.0,21.0,0,0.0
617991,,Andhra Pradesh,MoRTH,290.15,24.0,0,0.0
617992,,Telangana,MoRTH,322.81,24.0,0,0.0
617993,,Telangana,MoRTH,220.28,18.0,0,0.0
617994,,Telangana,MoRTH,294.13,17.0,0,0.0
617995,,Telangana,MoRTH,300.0,24.0,0,0.0
617996,,Telangana,MoRTH,298.0,24.0,0,0.0
617997,,(-) (-),MoRTH,538.71,24.0,0,0.0
617998,,Karnataka,MoRTH,177.94,24.0,0,0.0
617999,,Karnataka,MoRTH,471.62,19.0,0,0.0
618000,,Karnataka,MoRTH,170.34,18.0,0,0.0
618001,,Telangana,MoRTH,216.53,24.0,0,0.0
618002,,Nagaland,MoRTH,192.93,24.0,0,0.0
618003,,Odisha,MoRTH,154.49,18.0,0,0.0
618004,,Bihar,MoRTH,179.86,18.0,0,0.0
618005,,Bihar,MoRTH,178.85,24.0,0,0.0
618006,,Bihar,MoRTH,369.77,30.0,0,0.0
618007,,Bihar,MoRTH,553.3,30.0,0,0.0
618008,,Uttar Pradesh,MoRTH,185.09,18.0,0,0.0
618009,,Uttar Pradesh,MoRTH,319.96,18.0,0,0.0
618010,,Punjab,MoRTH,546.67,18.0,0,0.0
618011,,Rajasthan,MoRTH,411.44,24.0,0,0.0
618012,,Odisha,MoRTH,186.52,24.0,0,0.0
618013,,Andhra Pradesh,MoRTH,1318.59,24.0,0,0.0
618014,,Chhattisgarh,MoRTH,199.05,17.0,0,0.0
618015,,Chhattisgarh,MoRTH,225.41,18.0,0,0.0
618016,,Chhattisgarh,MoRTH,397.44,24.0,0,0.0
618017,,Chhattisgarh,MoRTH,286.0,18.0,0,0.0
618018,,Chhattisgarh,MoRTH,351.19,18.0,0,0.0
618019,,Madhya Pradesh,MoRTH,365.21,24.0,0,0.0
618020,,Madhya Pradesh,MoRTH,386.49,24.0,0,0.0
618021,,Madhya Pradesh,MoRTH,425.97,-5.0,0,0.0
618022,,Gujarat,MoRTH,173.06,18.0,0,0.0
618023,,Punjab,MoRTH,152.58,18.0,0,0.0
618024,,Punjab,MoRTH,263.19,18.0,0,0.0
618025,,Telangana,MoRTH,192.67,18.0,0,0.0
618026,,Telangana,MoRTH,605.08,23.0,0,0.0
618027,,Karnataka,MoRTH,445.62,24.0,0,0.0
618028,,Karnataka,MoRTH,333.96,24.0,0,0.0
618029,,Karnataka,MoRTH,350.69,24.0,0,0.0
618030,,Karnataka,MoRTH,264.14,18.0,0,0.0
618031,,Karnataka,MoRTH,516.96,30.0,0,0.0
618033,,Arunachal Pradesh,MoRTH,496.47,36.0,0,0.0
618034,,Assam,MoRTH,173.65,18.0,0,0.0
618035,,Madhya Pradesh,MoRTH,275.4,18.0,0,0.0
618036,,Madhya Pradesh,MoRTH,315.55,24.0,0,0.0
618037,,Andhra Pradesh,MoRTH,439.82,24.0,0,0.0
618038,,Jammu and Kashmir,MoRTH,224.44,24.0,0,0.0
618039,,Uttarakhand,MoRTH,346.82,30.0,0,0.0
618040,,Uttarakhand,MoRTH,452.81,24.0,0,0.0
618041,,Uttarakhand,MoRTH,299.31,24.0,0,0.0
618042,,Maharashtra,MoRTH,163.86,18.0,0,0.0
618043,,Madhya Pradesh,MoRTH,492.12,30.0,0,0.0
618044,,(-) (-),MoRTH,851.4,24.0,0,0.0
618045,,Madhya Pradesh,MoRTH,179.18,18.0,0,0.0
618046,,Maharashtra,MoRTH,213.33,17.0,0,0.0
618047,,Maharashtra,MoRTH,657.16,24.0,0,0.0
618049,,Maharashtra,MoRTH,183.41,18.0,0,0.0
618050,,Himachal Pradesh,MoRTH,345.89,24.0,0,0.0
618051,,Himachal Pradesh,MoRTH,242.8,24.0,0,0.0
618052,,Andhra Pradesh,MoRTH,808.7,24.0,0,0.0
618053,,Andhra Pradesh,MoRTH,1019.97,24.0,0,0.0
