project_id,project_name,sector,state,implementing_agency,planned_start_date,planned_completion_date,actual_start_date,approved_cost,revised_cost,current_status,report_month,physical_progress,planned_progress,financial_progress,expenditure,monthly_expenditure,contractor_status,milestones_completed,milestones_total,milestones_overdue,planned_duration_months,report_date,expenditure_ratio,snapshot_id
617302,Durgapur - Haldia Pipeline [Section-3B of JHBDPL Project],,(-) (-),Gas Authority of India Limited [GAIL],2017-03-01,,,,1740.0,Newly Added,July_2026,2380.8,,148.45,2583.0,,,,,,,2026-07-01,,617302_July_2026
617303,"City Gas Distribution Project at Khagaria, Saharsa and Madhepura",,Bihar,Ministry of Petroleum & Natural Gas,2030-03-01,2030-03-01,,163.0,95.54,Ongoing,July_2025,355.0,,41.87,40.0,,,,,,0.0,2025-07-01,0.24539877300613497,617303_July_2025
617303,"City Gas Distribution Project at Khagaria, Saharsa and Madhepura",,Bihar,Ministry of Petroleum & Natural Gas,2019-03-01,2030-03-01,,163.0,163.0,Ongoing,August_2025,40.0,,58.94,96.07,,,,,,132.0,2025-08-01,0.5893865030674846,617303_August_2025
617303,"City Gas Distribution Project at Khagaria, Saharsa and Madhepura",,Bihar,Ministry of Petroleum & Natural Gas,2019-03-01,2025-09-01,,,163.0,Completed,September_2025,100.0,,100.0,163.0,,,,,,78.0,2025-09-01,,617303_September_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2027-03-01,2027-03-01,,340.15,88.08,Ongoing,July_2025,356.0,,27.25,24.0,,,,,,0.0,2025-07-01,0.0705571071586065,617304_July_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2023-10-01,2027-03-01,,340.15,340.15,Ongoing,August_2025,26.0,,26.85,91.32,,,,,,41.0,2025-08-01,0.2684697927384977,617304_August_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2023-10-01,2027-03-01,,340.15,340.15,Newly Added,September_2025,28.0,,27.76,94.41,,,,,,41.0,2025-09-01,0.2775540202851683,617304_September_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2023-10-01,2027-03-01,,340.15,340.15,Newly Added,October_2025,29.0,,31.56,107.35,,,,,,41.0,2025-10-01,0.31559606056151696,617304_October_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2023-10-01,2027-03-01,,340.15,340.15,Newly Added,November_2025,34.0,,34.13,116.08,,,,,,41.0,2025-11-01,0.3412612082904601,617304_November_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2023-10-01,2027-03-01,,340.15,340.15,Newly Added,December_2025,39.0,,36.72,124.9,,,,,,41.0,2025-12-01,0.367190945171248,617304_December_2025
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,Bihar,MinistryofPetroleumNaturalGas,2023-10-01,2027-03-01,,340.15,340.15,Newly Added,January_2026,40.0,,39.36,133.9,,,,,,41.0,2026-01-01,0.39364986035572547,617304_January_2026
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,(-),MinistryofPetroleumNaturalGas,2023-10-01,,,,340.15,Newly Added,February_2026,149.08,,100.0,340.15,,,,,,,2026-02-01,,617304_February_2026
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,(-),MinistryofPetroleumNaturalGas,2023-10-01,,,,340.15,Newly Added,March_2026,162.23,,100.0,340.15,,,,,,,2026-03-01,,617304_March_2026
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,(-) (-),MinistryofPetroleumNaturalGas,2023-10-01,,,,340.15,Newly Added,April2026,167.24,,100.0,340.15,,,,,,,2026-04-01,,617304_April2026
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,(-) (-),MinistryofPetroleumNaturalGas,2023-10-01,,,,340.15,Newly Added,May2026,172.18,,100.0,340.15,,,,,,,2026-05-01,,617304_May2026
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,(-) (-),MinistryofPetroleumNaturalGas,2023-10-01,,,,340.15,Newly Added,June_2026,179.55,,100.0,340.15,,,,,,,2026-06-01,,617304_June_2026
617304,"Setting up of LPG Plant with Rail Unloading Facility at Hathua, Dist. Gopalganj, Bihar",,(-) (-),Bharat Petroleum Corporation Limited [BPCL],2023-10-01,,,,340.15,Newly Added,July_2026,186.21,,100.0,340.15,,,,,,,2026-07-01,,617304_July_2026
617320,New B.G Railway Line between Jeypore & Navarangpur [38 Km] with Electrification,,Odisha,Indian Railway and Govt of Odisha,2022-09-01,2025-09-01,,747.91,747.91,Newly Added,September_2025,0.0,,0.76,5.71,,,,,,36.0,2025-09-01,0.007634608442192243,617320_September_2025
617320,New B.G Railway Line between Jeypore & Navarangpur [38 Km] with Electrification,,Odisha,Indian Railway and Govt of Odisha,2022-09-01,2025-09-01,,747.91,747.91,Newly Added,October_2025,0.0,,0.96,7.21,,,,,,36.0,2025-10-01,0.009640197349948523,617320_October_2025
617321,Godhani-Kalumna Chord 13.7 km,,Offshore,Ministry of Railways,2018-07-01,2028-07-01,,150000.0,150000.0,Newly Added,September_2025,11.0,,1.29,1940.0,,,,,,120.0,2025-09-01,0.012933333333333333,617321_September_2025
617321,Godhani-Kalumna Chord 13.7 km,,Offshore,Ministry of Railways,2018-07-01,2028-07-01,,150000.0,150000.0,Newly Added,October_2025,11.0,,1.29,1940.0,,,,,,120.0,2025-10-01,0.012933333333333333,617321_October_2025
617322,Kalipahari Bakhtarnagar 5th line,,West Bengal,Eastern Railway [ER] - I,2027-06-01,2027-06-01,,350.46,0.0,Ongoing,July_2025,697.0,,0.0,0.0,,,,,,0.0,2025-07-01,0.0,617322_July_2025
617322,Kalipahari Bakhtarnagar 5th line,,West Bengal,Eastern Railway [ER] - I,2025-07-01,2027-06-01,,350.46,350.46,Ongoing,August_2025,0.0,,0.0,0.0,,,,,,23.0,2025-08-01,0.0,617322_August_2025
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,Jharkhand,Power Grid Corporation of India Limited [POWERGRID],2012-02-01,2026-03-01,,1842.25,1842.25,Newly Added,September_2025,95.0,,89.18,1643.0,,,,,,169.0,2025-09-01,0.8918442122404668,617326_September_2025
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,Jharkhand,Power Grid Corporation of India Limited [POWERGRID],2012-02-01,2026-03-01,,1842.25,1842.25,Newly Added,October_2025,95.0,,89.46,1648.05,,,,,,169.0,2025-10-01,0.894585425430859,617326_October_2025
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,Jharkhand,Power Grid Corporation of India Limited [POWERGRID],2012-02-01,2026-03-01,,1842.25,1842.25,Newly Added,November_2025,95.0,,89.46,1648.05,,,,,,169.0,2025-11-01,0.894585425430859,617326_November_2025
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,Jharkhand,Power Grid Corporation of India Limited [POWERGRID],2012-02-01,2026-03-01,,1842.25,1842.25,Newly Added,December_2025,95.0,,89.46,1648.05,,,,,,169.0,2025-12-01,0.894585425430859,617326_December_2025
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,Jharkhand,Power Grid Corporation of India Limited [POWERGRID],2012-02-01,2026-03-01,,1842.25,1842.25,Newly Added,January_2026,95.0,,89.46,1648.05,,,,,,169.0,2026-01-01,0.894585425430859,617326_January_2026
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,(-),Power Grid Corporation of India Limited [POWERGRID],2012-02-01,,,,1842.25,Newly Added,February_2026,1648.05,,100.0,1842.25,,,,,,,2026-02-01,,617326_February_2026
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,(-),Power Grid Corporation of India Limited [POWERGRID],2012-02-01,,,,1842.25,Newly Added,March_2026,1648.05,,100.0,1842.25,,,,,,,2026-03-01,,617326_March_2026
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,(-) (9893),Power Grid Corporation of India Limited [POWERGRID],2012-02-01,,,,1842.25,Newly Added,April2026,1648.05,,100.0,1842.25,,,,,,,2026-04-01,,617326_April2026
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,(-) (9893),Power Grid Corporation of India Limited [POWERGRID],2012-02-01,,,,1842.25,Newly Added,May2026,1648.05,,100.0,1842.25,,,,,,,2026-05-01,,617326_May2026
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,(-) (-),Power Grid Corporation of India Limited [POWERGRID],2012-02-01,,,,1842.25,Newly Added,June_2026,1648.05,,100.0,1842.25,,,,,,,2026-06-01,,617326_June_2026
617326,Implementation of Transmission Systems in the State of Jharkhand consisting of 400/220/132/33 kV transmission lines and substations under Jharkhand Consultancy Project,,(-) (-),Power Grid Corporation of India Limited [POWERGRID],2012-02-01,,,,1842.25,Newly Added,July_2026,1648.05,,100.0,1842.25,,,,,,,2026-07-01,,617326_July_2026
617327,Thane Integral Ring Metro Rail Project,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,2029-09-01,,12200.1,12200.1,Newly Added,September_2025,3.0,,0.06,7.11,,,,,,60.0,2025-09-01,0.0005827821083433742,617327_September_2025
617327,Thane Integral Ring Metro Rail Project,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,2029-09-01,,12200.1,12200.1,Newly Added,October_2025,3.0,,0.06,7.77,,,,,,60.0,2025-10-01,0.0006368800255735608,617327_October_2025
617327,Thane Integral Ring Metro Rail Project,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,2029-09-01,,12200.1,12200.1,Newly Added,November_2025,4.0,,0.07,8.7,,,,,,60.0,2025-11-01,0.0007131089089433692,617327_November_2025
617327,Thane Integral Ring Metro Rail Project,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,2029-09-01,,12200.1,12200.1,Newly Added,December_2025,5.0,,0.07,8.98,,,,,,60.0,2025-12-01,0.0007360595404955697,617327_December_2025
617327,Thane Integral Ring Metro Rail Project,,Maharashtra,Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,2029-09-01,,12200.1,12200.1,Newly Added,January_2026,5.0,,0.08,9.23,,,,,,60.0,2026-01-01,0.0007565511758100343,617327_January_2026
617327,Thane Integral Ring Metro Rail Project,,(-),Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,,,,12200.1,Newly Added,February_2026,9.61,,100.0,12200.1,,,,,,,2026-02-01,,617327_February_2026
617327,Thane Integral Ring Metro Rail Project,,(-),Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,,,,12200.1,Newly Added,March_2026,79.3,,100.0,12200.1,,,,,,,2026-03-01,,617327_March_2026
617327,Thane Integral Ring Metro Rail Project,,(-) (7735),Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,,,,12200.1,Newly Added,April2026,81.63,,100.0,12200.1,,,,,,,2026-04-01,,617327_April2026
617327,Thane Integral Ring Metro Rail Project,,(-) (7735),Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,,,,12200.1,Newly Added,May2026,83.69,,100.0,12200.1,,,,,,,2026-05-01,,617327_May2026
617327,Thane Integral Ring Metro Rail Project,,(-) (-),Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,,,,12200.1,Newly Added,June_2026,95.64,,100.0,12200.1,,,,,,,2026-06-01,,617327_June_2026
617327,Thane Integral Ring Metro Rail Project,,(-) (-),Maharashtra Metro Rail Corporation Limited [MMRCL],2024-09-01,,,,12200.1,Newly Added,July_2026,101.17,,100.0,12200.1,,,,,,,2026-07-01,,617327_July_2026
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,Uttar Pradesh,East Central Railway [ECR] - I,2024-05-01,2027-02-01,,199.96,199.96,Newly Added,September_2025,0.0,,0.0,0.0,,,,,,33.0,2025-09-01,0.0,617333_September_2025
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,Uttar Pradesh,East Central Railway [ECR] - I,2024-05-01,2027-02-01,,199.96,199.96,Newly Added,October_2025,0.0,,0.0,0.0,,,,,,33.0,2025-10-01,0.0,617333_October_2025
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,Uttar Pradesh,East Central Railway [ECR] - I,2024-05-01,2027-02-01,,199.96,199.96,Newly Added,November_2025,0.0,,0.0,0.0,,,,,,33.0,2025-11-01,0.0,617333_November_2025
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,Uttar Pradesh,East Central Railway [ECR] - I,2024-05-01,2027-02-01,,199.96,199.96,Newly Added,December_2025,0.0,,0.53,1.05,,,,,,33.0,2025-12-01,0.005251050210042008,617333_December_2025
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,Uttar Pradesh,East Central Railway [ECR] - I,2024-05-01,2027-02-01,,199.96,199.96,Newly Added,January_2026,0.0,,0.53,1.05,,,,,,33.0,2026-01-01,0.005251050210042008,617333_January_2026
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,(-),East Central Railway [ECR] - I,2022-10-01,,,,199.96,Newly Added,February_2026,3.27,,100.0,199.96,,,,,,,2026-02-01,,617333_February_2026
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,(-),East Central Railway [ECR] - I,2022-10-01,,,,199.96,Newly Added,March_2026,4.17,,100.0,199.96,,,,,,,2026-03-01,,617333_March_2026
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,(-) (-),East Central Railway [ECR] - I,2022-10-01,,,,199.96,Newly Added,April2026,5.19,,100.0,199.96,,,,,,,2026-04-01,,617333_April2026
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,(-) (-),East Central Railway [ECR] - I,2022-10-01,,,,199.96,Newly Added,May2026,7.67,,100.0,199.96,,,,,,,2026-05-01,,617333_May2026
617333,Surface triangle line bet. Bhadura stn and new crossing stn Karma,,(-) (-),East Central Railway [ECR] - I,2022-10-01,,,,199.96,Newly Added,June_2026,7.67,,100.0,199.96,,,,,,,2026-06-01,,617333_June_2026
617333,Construction of surface traingle between Bhadaura and new crossing station Karma Dildarnagar-Taraghat line  11.1 km PB72/NR/2022-23,,(-) (-),CAO/Con/South/MHX ECR mor,,,,,,Newly Added,July_2026,199.96,,,,,,,,,,2026-07-01,,617333_July_2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,01/2025,Steel Authority of India Limited [SAIL],2028-07-01,,,2518.39,62.72,Newly Added,September_2025,464.0,,6.38,4.0,,,,,,,2025-09-01,0.001588316344966427,617338_September_2025
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,01/2025,Steel Authority of India Limited [SAIL],2028-07-01,,,2518.39,152.23,Newly Added,October_2025,481.0,,2.63,4.0,,,,,,,2025-10-01,0.001588316344966427,617338_October_2025
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,West Bengal,Steel Authority of India Limited [SAIL],2025-02-01,2028-07-01,,2518.39,2518.39,Newly Added,November_2025,8.0,,8.36,210.51,,,,,,41.0,2025-11-01,0.08358911844472064,617338_November_2025
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,West Bengal,Steel Authority of India Limited [SAIL],2025-02-01,2028-07-01,,2518.39,2518.39,Newly Added,December_2025,10.0,,9.1,229.27,,,,,,41.0,2025-12-01,0.09103832210261319,617338_December_2025
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,West Bengal,Steel Authority of India Limited [SAIL],2025-02-01,2028-07-01,,2518.39,2518.39,Newly Added,January_2026,15.0,,9.27,233.38,,,,,,41.0,2026-01-01,0.09267031714706618,617338_January_2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,(-),Steel Authority of India Limited [SAIL],2025-01-01,,,,2518.39,Newly Added,February_2026,280.04,,100.0,2518.39,,,,,,,2026-02-01,,617338_February_2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,(-),Steel Authority of India Limited [SAIL],2025-01-01,,,,2518.39,Newly Added,March_2026,333.48,,100.0,2518.39,,,,,,,2026-03-01,,617338_March_2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,(-) (9892),Steel Authority of India Limited [SAIL],2025-01-01,,,,2518.39,Newly Added,April2026,375.65,,100.0,2518.39,,,,,,,2026-04-01,,617338_April2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,(-) (9892),Steel Authority of India Limited [SAIL],2025-01-01,,,,2518.39,Newly Added,May2026,389.09,,100.0,2518.39,,,,,,,2026-05-01,,617338_May2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,(-) (-),Steel Authority of India Limited [SAIL],2025-01-01,,,,2518.39,Newly Added,June_2026,415.31,,100.0,2518.39,,,,,,,2026-06-01,,617338_June_2026
617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,,(-) (-),Steel Authority of India Limited [SAIL],2025-01-01,,,,2518.39,Newly Added,July_2026,472.41,,100.0,2518.39,,,,,,,2026-07-01,,617338_July_2026
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,West Bengal,South Eastern Railway - JH,2024-12-01,2026-10-01,,226.87,226.87,Newly Added,September_2025,5.0,,0.09,0.21,,,,,,22.0,2025-09-01,0.000925640234495526,617345_September_2025
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,West Bengal,South Eastern Railway - JH,2024-12-01,2026-10-01,,226.87,226.87,Newly Added,October_2025,5.0,,0.09,0.21,,,,,,22.0,2025-10-01,0.000925640234495526,617345_October_2025
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,West Bengal,South Eastern Railway - JH,2024-12-01,2026-10-01,,226.87,226.87,Newly Added,November_2025,20.0,,9.35,21.22,,,,,,22.0,2025-11-01,0.09353374179045268,617345_November_2025
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,West Bengal,South Eastern Railway - JH,2024-12-01,2026-10-01,,226.87,226.87,Newly Added,December_2025,36.0,,14.85,33.7,,,,,,22.0,2025-12-01,0.14854321858332967,617345_December_2025
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,West Bengal,South Eastern Railway - JH,2024-12-01,2026-10-01,,226.87,226.87,Newly Added,January_2026,40.0,,14.96,33.94,,,,,,22.0,2026-01-01,0.14960109313703882,617345_January_2026
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,(-),South Eastern Railway - JH,2024-03-01,,,,226.87,Newly Added,February_2026,43.32,,100.0,226.87,,,,,,,2026-02-01,,617345_February_2026
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,(-),South Eastern Railway - JH,2024-03-01,,,,226.87,Newly Added,March_2026,43.64,,100.0,226.87,,,,,,,2026-03-01,,617345_March_2026
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,(-) (-),South Eastern Railway - JH,2024-03-01,,,,226.87,Newly Added,April2026,86.69,,100.0,226.87,,,,,,,2026-04-01,,617345_April2026
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,(-) (-),South Eastern Railway - JH,2024-03-01,,,,226.87,Newly Added,May2026,86.69,,100.0,226.87,,,,,,,2026-05-01,,617345_May2026
617345,SER Upgradation of maintenance infrastructure at Shalimar into Vande Bharat Chair Car maintenance cum workshop depot.,,(-) (-),South Eastern Railway - JH,2024-03-01,,,,226.87,Newly Added,June_2026,86.69,,100.0,226.87,,,,,,,2026-06-01,,617345_June_2026
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,Maharashtra,Central Railway (CR) - II,2024-10-01,2028-03-01,,362.81,362.81,Newly Added,September_2025,0.0,,0.0,0.0,,,,,,41.0,2025-09-01,0.0,617361_September_2025
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,Maharashtra,Central Railway (CR) - II,2024-10-01,2028-03-01,,362.81,362.81,Newly Added,October_2025,0.0,,0.0,0.0,,,,,,41.0,2025-10-01,0.0,617361_October_2025
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,Maharashtra,CentralRailway,2024-10-01,2028-03-01,,362.81,362.81,Newly Added,November_2025,0.0,,0.13,0.47,,,,,,41.0,2025-11-01,0.0012954438962542378,617361_November_2025
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,Maharashtra,CentralRailway,2024-10-01,2028-03-01,,362.81,362.81,Newly Added,December_2025,0.0,,0.13,0.47,,,,,,41.0,2025-12-01,0.0012954438962542378,617361_December_2025
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,Maharashtra,CentralRailway,2024-10-01,2028-03-01,,362.81,362.81,Newly Added,January_2026,0.0,,0.13,0.48,,,,,,41.0,2026-01-01,0.0013230065323447534,617361_January_2026
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,(-),CentralRailway,2024-10-01,,,,362.81,Newly Added,February_2026,0.48,,100.0,362.81,,,,,,,2026-02-01,,617361_February_2026
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,(-),CentralRailway,2024-10-01,,,,362.81,Newly Added,March_2026,0.48,,100.0,362.81,,,,,,,2026-03-01,,617361_March_2026
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,(-) (-),CentralRailway,2024-10-01,,,,362.81,Newly Added,April2026,0.48,,100.0,362.81,,,,,,,2026-04-01,,617361_April2026
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,(-) (-),CentralRailway,2024-10-01,,,,362.81,Newly Added,May2026,0.48,,100.0,362.81,,,,,,,2026-05-01,,617361_May2026
617361,Babupeth - Sasti New Rail Line [13.114 KMs],,(-) (-),CentralRailway,2024-10-01,,,,362.81,Newly Added,June_2026,0.48,,100.0,362.81,,,,,,,2026-06-01,,617361_June_2026
617364,Double Chord line Between Nilaje-Kopar,,Maharashtra,Central Railway (CR) - II,2025-01-01,2028-07-01,,338.33,205.0,Newly Added,September_2025,0.0,,1.67,3.42,,,,,,42.0,2025-09-01,0.010108473975113056,617364_September_2025
617364,Double Chord line Between Nilaje-Kopar,,Maharashtra,Central Railway (CR) - II,2025-01-01,2028-07-01,,338.33,205.0,Newly Added,October_2025,0.0,,1.67,3.42,,,,,,42.0,2025-10-01,0.010108473975113056,617364_October_2025
617364,Double Chord line Between Nilaje-Kopar,,Maharashtra,CentralRailway,2025-01-01,2028-07-01,,338.33,205.0,Newly Added,November_2025,0.0,,3.12,6.39,,,,,,42.0,2025-11-01,0.018886885585079657,617364_November_2025
617364,Double Chord line Between Nilaje-Kopar,,Maharashtra,CentralRailway,2025-01-01,2028-07-01,,338.33,205.0,Newly Added,December_2025,0.0,,3.8,7.8,,,,,,42.0,2025-12-01,0.023054414329205214,617364_December_2025
617364,Double Chord line Between Nilaje-Kopar,,Maharashtra,CentralRailway,2025-01-01,2028-07-01,,338.33,205.0,Newly Added,January_2026,24.0,,5.58,11.44,,,,,,42.0,2026-01-01,0.03381314101616765,617364_January_2026
617364,Double Chord line Between Nilaje-Kopar,,(-),CentralRailway,2025-01-01,,,,338.33,Newly Added,February_2026,14.83,,60.59,205.0,,,,,,,2026-02-01,,617364_February_2026
617364,Double Chord line Between Nilaje-Kopar,,(-),CentralRailway,2025-01-01,,,,338.33,Newly Added,March_2026,14.83,,60.59,205.0,,,,,,,2026-03-01,,617364_March_2026
617364,Double Chord line Between Nilaje-Kopar,,(-) (-),CentralRailway,2025-01-01,,,,338.33,Newly Added,April2026,24.04,,60.59,205.0,,,,,,,2026-04-01,,617364_April2026
617364,Double Chord line Between Nilaje-Kopar,,(-) (-),CentralRailway,2025-01-01,,,,338.33,Newly Added,May2026,29.33,,60.59,205.0,,,,,,,2026-05-01,,617364_May2026
617364,Double Chord line Between Nilaje-Kopar,,(-) (-),CentralRailway,2025-01-01,,,,338.33,Newly Added,June_2026,55.83,,60.59,205.0,,,,,,,2026-06-01,,617364_June_2026
617364,Central Railway - Double chord line between Nilaje and Kopar 4.495 km PB34/CR/2023-24,,(-) (-),CAOC/CR CR mor,2023-07-01,,,,338.33,Newly Added,July_2026,57.54,,60.59,205.0,,,,,,,2026-07-01,,617364_July_2026
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,Uttar Pradesh,M/S SRC company Infra Private Limited,2025-02-01,2027-01-01,,180.66,180.66,Newly Added,September_2025,10.0,,2.21,4.0,,,,,,23.0,2025-09-01,0.02214103841470165,617370_September_2025
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,Uttar Pradesh,M/S SRC company Infra Private Limited,2025-02-01,2027-01-01,,180.66,180.66,Newly Added,October_2025,11.0,,2.21,4.0,,,,,,23.0,2025-10-01,0.02214103841470165,617370_October_2025
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,Uttar Pradesh,M/S SRC company Infra Private Limited,2025-02-01,2027-01-01,,180.66,180.66,Newly Added,November_2025,12.0,,2.21,4.0,,,,,,23.0,2025-11-01,0.02214103841470165,617370_November_2025
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,Uttar Pradesh,M/S SRC company Infra Private Limited,2025-02-01,2027-01-01,,180.66,180.66,Newly Added,December_2025,13.0,,2.21,4.0,,,,,,23.0,2025-12-01,0.02214103841470165,617370_December_2025
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,Uttar Pradesh,M/S SRC company Infra Private Limited,2025-02-01,2027-01-01,,180.66,180.66,Newly Added,January_2026,14.0,,2.21,4.0,,,,,,23.0,2026-01-01,0.02214103841470165,617370_January_2026
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,(-),M/S SRC company Infra Private Limited,2023-03-01,,,,180.66,Newly Added,February_2026,4.0,,100.0,180.66,,,,,,,2026-02-01,,617370_February_2026
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,(-),M/S SRC company Infra Private Limited,2023-03-01,,,,180.66,Newly Added,March_2026,43.65,,100.0,180.66,,,,,,,2026-03-01,,617370_March_2026
617370,Doubling between Jaunpur Jn - Zaffarabad 6.28 km,,(-) (-),M/S SRC company Infra Private Limited,2023-03-01,,,,180.66,Newly Added,April2026,43.65,,100.0,180.66,,,,,,,2026-04-01,,617370_April2026
